water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ihhnv_outbreak,disease_type,data_source
34.51,15.16,7.03,3.96,0.078,299.98,124.66,204.41,20.23,0,1,0,165,Thailand,Dry,9,2022,0.288,0.605,0,ihhnv,simulated
31.79,9.18,6.79,9.61,1.586,67.55,130.32,2689.33,3.96,1,0,0,101,Vietnam,Dry,1,2020,0.308,0.83,1,ihhnv,simulated
23.29,12.17,8.03,6.51,1.923,456.85,12.71,1906.94,8.57,0,1,1,105,India,Wet,2,2022,0.418,0.43,0,ihhnv,simulated
24.77,24.33,6.02,3.31,0.098,103.02,119.55,938.48,28.39,1,0,1,156,Thailand,Dry,6,2021,0.481,1.0,1,ihhnv,simulated
27.86,23.53,8.03,4.18,3.063,339.29,129.14,4052.89,29.7,1,1,0,175,India,Dry,2,2018,0.616,1.0,1,ihhnv,simulated
21.05,3.34,6.14,6.96,1.473,449.69,105.46,3122.23,20.01,1,1,1,159,India,Wet,10,2023,0.492,0.73,1,ihhnv,simulated
29.29,4.14,6.93,7.82,1.353,323.5,164.99,2146.28,6.3,1,0,0,140,India,Dry,2,2019,0.318,0.93,1,ihhnv,simulated
23.13,26.97,6.58,2.61,4.86,273.14,59.77,2710.98,18.11,0,1,1,108,Malaysia,Wet,6,2022,0.733,0.755,1,ihhnv,simulated
32.88,9.38,6.19,8.9,1.871,376.69,30.35,4394.01,12.54,1,0,1,140,Malaysia,Wet,1,2023,0.463,0.73,0,ihhnv,simulated
20.81,26.89,6.83,9.73,0.393,124.74,19.53,3215.88,13.98,0,1,0,58,China,Wet,2,2019,0.164,0.33,0,ihhnv,simulated
26.93,14.74,7.06,4.31,4.33,111.12,72.2,629.26,6.74,1,0,0,55,China,Wet,11,2022,0.596,0.93,1,ihhnv,simulated
25.57,4.91,8.2,7.02,2.2,81.41,130.5,1519.39,14.71,0,0,1,73,India,Dry,3,2018,0.46,0.68,0,ihhnv,simulated
29.25,30.47,8.38,9.04,4.244,253.61,167.98,2012.71,29.95,0,1,1,91,China,Wet,4,2020,0.512,0.63,1,ihhnv,simulated
24.09,21.55,7.4,8.48,2.149,326.1,104.66,4534.66,19.38,0,1,1,128,Thailand,Wet,11,2021,0.306,0.83,1,ihhnv,simulated
31.29,32.63,6.52,7.42,0.104,71.7,47.25,4834.39,16.69,0,0,0,159,Vietnam,Wet,4,2023,0.261,0.28,1,ihhnv,simulated
23.3,11.86,8.61,6.9,1.432,6.12,116.82,3250.02,5.52,0,1,1,175,Malaysia,Wet,8,2021,0.447,0.63,0,ihhnv,simulated
28.6,16.74,6.84,7.36,4.932,342.73,92.75,3785.83,21.91,1,1,1,116,Vietnam,Dry,1,2020,0.531,1.0,1,ihhnv,simulated
31.69,32.7,8.59,9.7,3.13,198.63,108.43,3339.22,28.14,0,1,0,122,Indonesia,Wet,8,2022,0.525,0.48,1,ihhnv,simulated
34.06,18.03,7.85,5.55,1.693,291.43,182.32,1026.32,20.08,1,1,1,168,Malaysia,Wet,10,2019,0.395,1.0,1,ihhnv,simulated
30.62,9.71,6.11,4.53,2.432,251.88,110.01,2884.53,20.01,0,1,0,92,Malaysia,Wet,8,2018,0.684,0.48,0,ihhnv,simulated
29.66,16.13,7.03,2.38,0.367,324.21,19.51,1977.93,29.73,0,0,0,161,Philippines,Dry,4,2021,0.373,0.605,1,ihhnv,simulated
23.42,33.06,8.12,4.25,1.454,303.52,150.34,532.74,12.66,0,0,0,134,Indonesia,Dry,10,2022,0.457,0.63,1,ihhnv,simulated
29.19,7.98,8.35,4.61,1.595,224.16,58.48,1537.29,24.94,0,1,1,98,Vietnam,Dry,8,2021,0.499,0.38,1,ihhnv,simulated
23.91,8.21,6.65,9.77,1.043,112.52,130.42,598.64,8.35,1,1,0,91,Philippines,Wet,4,2018,0.265,0.88,1,ihhnv,simulated
30.17,34.89,6.8,3.57,1.966,461.2,108.21,3231.94,2.16,0,0,0,129,India,Wet,3,2023,0.549,0.655,0,ihhnv,simulated
26.37,10.94,7.29,6.41,1.701,268.6,58.93,1563.25,9.86,1,0,0,160,Malaysia,Wet,1,2018,0.344,0.73,1,ihhnv,simulated
27.0,14.54,8.09,8.58,4.499,251.95,139.54,3696.92,11.85,0,1,1,112,Indonesia,Dry,2,2022,0.479,0.58,0,ihhnv,simulated
25.3,0.09,7.1,8.93,2.583,189.37,129.65,4548.49,7.36,0,0,1,115,Indonesia,Dry,2,2019,0.389,0.63,0,ihhnv,simulated
29.19,21.81,6.74,9.12,3.687,89.16,185.62,4365.02,19.77,1,0,1,135,Malaysia,Wet,4,2019,0.489,1.0,1,ihhnv,simulated
32.12,2.37,6.83,4.72,4.699,146.05,128.08,4167.33,15.51,1,1,1,131,Vietnam,Wet,4,2023,0.621,0.83,1,ihhnv,simulated
21.78,30.81,6.99,2.11,1.261,34.92,62.07,990.65,26.22,1,1,0,68,China,Dry,10,2023,0.488,0.705,1,ihhnv,simulated
29.18,0.28,8.03,4.56,1.382,30.56,15.7,1596.22,13.62,0,1,0,52,Indonesia,Wet,6,2021,0.423,0.38,0,ihhnv,simulated
23.33,11.55,6.19,7.13,1.349,213.9,89.0,4965.38,26.6,0,0,0,77,Indonesia,Wet,6,2023,0.464,0.68,1,ihhnv,simulated
20.05,25.25,6.46,8.59,2.932,285.35,78.93,4984.0,2.06,1,0,0,55,Indonesia,Wet,6,2023,0.546,1.0,1,ihhnv,simulated
32.87,19.93,7.52,9.75,0.944,283.94,34.67,4282.16,16.41,1,1,1,33,Philippines,Wet,7,2023,0.117,0.73,1,ihhnv,simulated
33.13,4.46,8.86,6.26,3.19,97.14,35.38,2588.27,11.31,1,1,1,140,India,Dry,2,2023,0.685,0.58,1,ihhnv,simulated
32.09,25.43,6.37,2.8,1.371,232.34,164.24,4801.88,9.62,0,1,1,122,Thailand,Wet,1,2019,0.581,0.855,0,ihhnv,simulated
23.19,1.14,7.52,8.05,2.63,14.35,99.85,4397.26,8.16,1,1,0,61,China,Dry,11,2020,0.361,0.78,0,ihhnv,simulated
27.97,22.23,7.77,9.03,3.283,343.27,14.13,1962.75,16.77,0,0,0,44,Vietnam,Wet,1,2020,0.411,0.68,1,ihhnv,simulated
22.7,18.6,6.81,6.6,3.408,492.93,30.11,1801.05,20.39,1,0,1,153,Indonesia,Dry,1,2020,0.562,1.0,1,ihhnv,simulated
29.2,28.13,8.64,2.14,4.589,447.52,108.24,1095.79,6.69,1,0,1,52,Indonesia,Dry,4,2018,0.785,1.0,1,ihhnv,simulated
26.32,22.31,6.28,5.52,0.57,151.75,76.9,3129.56,23.58,0,0,1,115,China,Wet,5,2022,0.416,0.88,1,ihhnv,simulated
25.68,15.05,8.59,9.39,4.243,137.11,198.69,3986.99,26.71,0,0,0,94,Indonesia,Dry,9,2023,0.535,0.88,1,ihhnv,simulated
32.08,29.24,6.34,8.72,1.067,318.46,138.93,4101.7,11.75,0,1,1,36,Thailand,Wet,1,2023,0.355,0.78,1,ihhnv,simulated
27.86,10.16,7.75,2.29,1.042,368.28,139.63,4796.18,11.44,0,0,1,56,China,Wet,7,2021,0.414,0.755,1,ihhnv,simulated
23.11,14.24,7.42,2.96,4.444,288.27,180.1,2822.38,25.67,0,1,1,69,Indonesia,Dry,3,2018,0.581,0.605,0,ihhnv,simulated
22.59,6.73,7.1,3.19,4.218,178.7,111.0,350.19,9.7,1,0,0,96,Indonesia,Wet,1,2019,0.627,1.0,1,ihhnv,simulated
27.91,10.33,6.35,9.09,1.861,268.53,133.65,3461.29,1.41,1,0,1,158,Indonesia,Dry,3,2020,0.429,0.98,1,ihhnv,simulated
28.58,11.64,6.77,2.18,4.471,111.8,159.44,361.06,24.91,0,0,1,144,Indonesia,Wet,11,2020,0.716,0.805,0,ihhnv,simulated
29.58,18.36,7.29,8.95,3.985,419.52,151.15,2612.31,4.89,1,0,1,35,Vietnam,Wet,8,2023,0.403,1.0,1,ihhnv,simulated
34.31,26.64,7.29,2.87,4.312,267.14,11.76,1251.37,25.57,0,1,1,33,China,Wet,8,2018,0.606,0.605,0,ihhnv,simulated
22.17,26.14,7.65,2.65,2.852,141.15,23.84,2048.03,21.19,1,1,1,169,Philippines,Wet,1,2023,0.587,1.0,1,ihhnv,simulated
30.78,20.15,6.97,4.99,0.269,422.14,133.64,4358.84,0.71,0,1,0,53,Indonesia,Dry,9,2020,0.285,0.58,1,ihhnv,simulated
28.74,23.88,7.98,2.53,1.526,291.16,109.79,4142.27,0.77,0,0,1,59,India,Dry,10,2019,0.499,0.955,1,ihhnv,simulated
30.93,18.02,8.47,2.92,4.084,422.4,100.64,173.02,3.43,0,1,0,148,India,Dry,7,2020,0.731,0.755,0,ihhnv,simulated
33.79,17.4,7.87,4.36,3.994,169.71,74.11,2792.91,2.39,0,1,0,167,Philippines,Wet,4,2018,0.583,0.68,1,ihhnv,simulated
34.84,7.28,7.09,6.56,1.886,97.74,69.95,1596.14,13.37,1,0,0,142,India,Dry,10,2023,0.393,0.78,1,ihhnv,simulated
24.31,26.51,7.34,3.53,2.289,409.29,161.89,4013.89,16.78,1,1,0,180,China,Dry,3,2018,0.497,1.0,1,ihhnv,simulated
32.22,28.23,6.19,2.6,0.639,169.83,116.3,1348.61,19.98,1,1,0,59,Thailand,Wet,10,2020,0.536,1.0,1,ihhnv,simulated
27.3,26.08,6.4,6.15,2.675,38.87,110.58,4749.17,11.66,1,0,0,57,India,Dry,10,2019,0.609,1.0,1,ihhnv,simulated
25.31,30.1,8.34,8.09,4.426,479.81,58.7,3434.08,15.25,1,1,1,96,Vietnam,Dry,10,2020,0.537,0.68,1,ihhnv,simulated
32.74,1.57,6.92,5.61,1.294,453.07,161.46,4707.07,26.96,1,1,1,55,Indonesia,Dry,8,2023,0.387,0.78,1,ihhnv,simulated
24.94,34.02,6.97,3.16,4.841,193.14,34.67,3921.61,23.83,1,0,1,104,Indonesia,Wet,11,2019,0.65,0.905,1,ihhnv,simulated
28.97,16.92,8.96,9.96,1.657,258.52,82.9,597.66,26.94,1,1,0,78,China,Dry,3,2023,0.429,1.0,1,ihhnv,simulated
29.26,20.15,6.7,3.63,3.753,360.29,100.67,228.44,18.28,1,0,1,37,China,Wet,6,2021,0.679,1.0,1,ihhnv,simulated
21.73,19.89,8.98,8.65,4.679,31.42,90.29,4011.39,8.37,1,1,0,142,China,Wet,8,2018,0.625,0.93,1,ihhnv,simulated
31.52,15.17,7.85,3.07,3.462,76.12,176.23,999.04,25.94,1,0,0,172,Indonesia,Dry,12,2021,0.623,1.0,1,ihhnv,simulated
33.31,20.14,7.95,5.84,1.282,57.2,21.6,2102.83,28.19,0,0,0,31,Vietnam,Wet,11,2021,0.356,0.58,1,ihhnv,simulated
28.99,25.85,7.94,7.43,1.266,452.1,124.41,1030.86,11.96,0,1,1,154,China,Wet,8,2021,0.3,0.83,1,ihhnv,simulated
23.34,7.5,8.15,2.75,2.408,424.83,37.82,2388.99,16.96,0,1,1,176,India,Dry,11,2019,0.618,0.455,0,ihhnv,simulated
25.96,29.6,6.19,7.23,1.566,28.6,163.76,1413.18,5.81,0,0,0,132,Malaysia,Dry,6,2023,0.485,0.88,1,ihhnv,simulated
29.08,20.44,6.56,9.43,1.054,366.6,98.64,1839.34,5.43,0,0,1,126,Indonesia,Wet,12,2018,0.293,0.98,1,ihhnv,simulated
31.7,19.79,7.49,4.64,3.468,47.34,10.4,2474.51,15.42,0,1,1,67,Indonesia,Dry,2,2020,0.514,0.48,0,ihhnv,simulated
33.06,2.4,8.3,6.03,2.791,91.19,105.51,961.49,17.55,1,0,1,42,Indonesia,Dry,5,2020,0.576,0.88,1,ihhnv,simulated
30.04,0.8,7.48,7.76,3.795,429.24,117.29,260.68,1.34,1,1,1,81,Indonesia,Dry,1,2019,0.411,0.73,1,ihhnv,simulated
26.34,1.42,7.02,8.95,3.762,115.51,146.66,3668.95,17.26,0,0,0,39,China,Wet,3,2018,0.448,0.63,1,ihhnv,simulated
31.89,2.15,8.95,8.16,1.311,374.24,114.36,1054.14,0.94,1,0,1,166,Philippines,Wet,10,2018,0.449,0.93,1,ihhnv,simulated
32.02,14.77,6.35,6.28,1.94,346.74,162.19,4740.42,23.45,1,1,1,175,China,Dry,3,2020,0.531,0.78,0,ihhnv,simulated
27.84,16.88,6.3,3.3,3.236,498.05,136.71,4415.24,3.53,0,0,0,116,India,Dry,11,2021,0.757,0.955,1,ihhnv,simulated
32.04,20.89,8.71,4.97,3.402,37.1,167.63,948.43,14.25,0,1,1,33,Vietnam,Dry,6,2018,0.703,0.73,0,ihhnv,simulated
30.82,4.12,7.59,9.74,2.644,10.36,69.7,4363.09,7.43,0,1,1,115,Vietnam,Dry,9,2019,0.317,0.43,1,ihhnv,simulated
26.7,20.8,6.74,2.66,3.746,71.01,86.87,1360.79,7.62,1,1,0,149,Malaysia,Wet,2,2019,0.705,1.0,1,ihhnv,simulated
27.48,25.4,6.08,4.76,2.358,85.67,73.69,1901.77,20.52,0,1,1,64,Philippines,Wet,9,2021,0.673,0.88,1,ihhnv,simulated
32.79,22.91,6.02,9.37,4.021,340.01,41.2,2838.7,5.12,1,1,0,115,China,Dry,3,2022,0.601,0.78,1,ihhnv,simulated
27.76,0.99,8.84,6.5,3.795,143.25,35.85,4491.39,19.99,0,0,0,97,India,Wet,4,2022,0.673,0.48,0,ihhnv,simulated
24.91,20.08,6.35,6.89,3.713,258.11,99.15,4688.99,14.62,1,1,1,35,Philippines,Wet,10,2018,0.629,1.0,1,ihhnv,simulated
31.14,12.84,8.1,5.62,2.122,63.39,50.11,2375.82,26.54,1,0,1,144,Vietnam,Dry,1,2023,0.482,0.68,1,ihhnv,simulated
29.32,29.84,7.29,6.65,0.537,480.39,17.01,650.13,25.66,0,1,1,80,Thailand,Wet,1,2019,0.206,0.53,1,ihhnv,simulated
25.95,13.52,8.67,2.21,3.41,123.5,27.59,2631.86,24.66,1,0,1,34,Thailand,Dry,9,2022,0.788,0.855,1,ihhnv,simulated
29.84,19.11,6.73,8.59,2.776,315.77,12.88,2081.98,10.52,1,0,1,111,China,Dry,8,2022,0.484,1.0,1,ihhnv,simulated
23.54,13.95,8.28,4.33,3.317,64.44,146.63,2243.46,11.99,0,0,1,135,Thailand,Wet,9,2019,0.652,0.73,0,ihhnv,simulated
28.78,8.91,6.5,9.74,3.07,8.44,71.4,1532.49,23.24,0,0,0,82,India,Dry,4,2020,0.509,0.63,1,ihhnv,simulated
32.79,20.84,6.69,7.57,3.654,168.53,196.56,3060.06,3.79,0,1,0,111,Indonesia,Wet,7,2019,0.549,0.73,0,ihhnv,simulated
22.86,20.03,6.59,5.03,0.719,0.67,70.57,1436.65,2.63,0,1,1,90,Philippines,Dry,3,2019,0.397,0.73,1,ihhnv,simulated
29.42,14.83,8.09,9.68,4.986,50.9,31.41,3444.1,9.19,0,1,1,86,India,Wet,3,2022,0.442,0.43,0,ihhnv,simulated
34.89,7.58,8.39,7.26,2.05,349.66,28.48,3722.6,18.44,0,1,0,120,China,Dry,5,2019,0.467,0.23,0,ihhnv,simulated
24.16,6.73,7.92,4.06,4.837,65.22,23.89,372.56,17.47,1,0,0,97,Thailand,Wet,1,2018,0.601,0.73,1,ihhnv,simulated
29.03,27.63,8.35,4.27,0.822,76.29,61.65,2765.8,1.83,1,0,0,109,China,Wet,4,2019,0.424,1.0,1,ihhnv,simulated
20.3,2.18,6.56,6.1,2.932,436.46,15.66,1031.63,8.06,1,0,0,32,Thailand,Dry,2,2021,0.612,0.53,0,ihhnv,simulated
21.28,27.15,8.05,9.15,4.309,373.37,86.5,2276.06,10.65,1,0,0,136,Thailand,Dry,8,2018,0.453,0.98,1,ihhnv,simulated
31.43,22.12,8.51,8.53,1.315,113.16,16.12,1276.25,3.04,1,0,1,54,Indonesia,Wet,7,2020,0.363,0.98,1,ihhnv,simulated
20.49,1.77,6.3,9.6,0.343,144.59,168.22,134.49,27.82,0,1,1,75,India,Dry,7,2020,0.251,0.28,0,ihhnv,simulated
24.02,8.01,6.73,7.19,4.571,202.17,146.17,3830.64,6.8,0,1,1,83,Malaysia,Dry,9,2018,0.555,0.58,0,ihhnv,simulated
24.44,11.65,8.07,9.86,4.406,347.16,79.51,855.63,8.04,0,0,1,99,Vietnam,Dry,12,2019,0.433,0.68,1,ihhnv,simulated
23.6,6.26,7.78,8.93,2.252,318.99,47.78,191.5,22.61,1,1,0,161,Malaysia,Dry,3,2020,0.333,0.58,0,ihhnv,simulated
31.73,31.15,6.55,9.21,1.198,488.88,27.28,523.44,5.62,1,0,1,65,Thailand,Wet,12,2021,0.318,0.73,0,ihhnv,simulated
26.83,19.77,7.43,8.93,4.806,431.05,127.17,2823.06,8.01,0,0,0,114,Philippines,Wet,9,2022,0.381,0.88,0,ihhnv,simulated
27.98,9.71,8.21,4.94,1.519,351.15,147.47,118.73,15.52,1,0,0,159,Thailand,Dry,9,2019,0.456,0.93,1,ihhnv,simulated
28.58,16.05,7.29,8.4,3.328,439.67,101.21,4098.99,16.48,1,1,0,117,Philippines,Dry,3,2023,0.422,1.0,1,ihhnv,simulated
28.49,17.3,6.41,6.4,1.269,416.26,179.56,1076.94,16.67,1,0,0,48,Thailand,Wet,7,2020,0.443,1.0,1,ihhnv,simulated
27.21,19.11,6.35,6.26,4.708,298.97,199.07,2169.92,28.28,1,0,1,118,Malaysia,Dry,7,2022,0.65,1.0,1,ihhnv,simulated
26.58,26.56,6.23,7.17,0.557,233.57,38.66,3837.99,3.48,0,1,0,114,Vietnam,Wet,9,2020,0.368,0.53,1,ihhnv,simulated
27.05,6.34,8.73,9.46,4.813,487.1,120.51,3315.03,1.7,0,1,0,42,Philippines,Dry,8,2020,0.556,0.53,1,ihhnv,simulated
34.46,31.54,7.58,4.28,2.067,295.9,193.52,1779.88,19.12,1,0,1,48,China,Wet,1,2022,0.434,0.88,1,ihhnv,simulated
23.83,12.3,6.39,2.78,2.235,453.27,105.69,3777.73,7.8,1,1,0,79,Indonesia,Wet,2,2020,0.674,0.955,1,ihhnv,simulated
32.73,21.07,7.27,5.94,2.473,260.58,143.91,3780.57,0.86,0,0,1,115,Malaysia,Dry,6,2019,0.448,0.78,1,ihhnv,simulated
27.61,12.6,6.08,7.35,1.887,225.75,91.99,2135.47,16.82,1,1,1,98,India,Dry,10,2020,0.535,0.88,1,ihhnv,simulated
28.5,8.75,7.95,6.23,1.372,104.83,73.03,2103.45,2.18,0,0,1,33,India,Wet,4,2020,0.353,0.68,1,ihhnv,simulated
20.71,29.57,6.28,8.43,1.142,45.12,20.92,4165.37,7.82,0,1,0,144,India,Dry,6,2018,0.383,0.38,0,ihhnv,simulated
34.62,20.9,6.07,4.45,1.811,119.5,128.56,682.39,2.61,1,0,0,102,Philippines,Dry,9,2018,0.625,1.0,1,ihhnv,simulated
31.14,16.71,8.64,9.91,0.767,215.12,148.07,2484.97,13.22,1,0,1,62,Philippines,Dry,9,2020,0.278,1.0,1,ihhnv,simulated
21.31,9.6,7.28,3.47,3.434,341.21,146.87,4018.51,1.77,0,0,0,155,Philippines,Wet,9,2022,0.588,0.505,1,ihhnv,simulated
32.33,22.31,7.05,4.99,4.907,383.21,118.13,1810.62,14.5,1,0,0,141,Thailand,Dry,2,2019,0.575,1.0,1,ihhnv,simulated
21.35,17.01,6.04,8.83,4.839,141.14,35.42,2327.77,3.49,0,0,1,132,China,Dry,5,2022,0.616,0.53,1,ihhnv,simulated
21.28,10.28,7.51,9.45,4.26,157.3,37.66,4275.52,20.32,0,0,1,141,Philippines,Wet,4,2021,0.353,0.28,0,ihhnv,simulated
30.28,30.39,8.27,7.58,2.577,342.97,91.89,4763.69,18.04,0,1,0,76,India,Wet,12,2020,0.495,0.48,0,ihhnv,simulated
34.29,0.71,8.06,8.22,1.284,262.86,69.96,3779.64,25.77,1,1,0,56,Thailand,Dry,8,2023,0.295,0.73,1,ihhnv,simulated
33.91,12.89,8.25,7.34,3.558,294.36,171.74,1442.28,14.39,0,1,0,74,Thailand,Wet,7,2021,0.547,0.48,0,ihhnv,simulated
31.27,28.69,8.56,5.74,3.001,494.21,179.18,4116.62,12.25,1,1,0,40,Vietnam,Wet,3,2021,0.652,1.0,1,ihhnv,simulated
25.5,29.89,7.15,6.05,0.124,36.15,199.66,3187.12,9.11,0,1,1,161,India,Wet,7,2023,0.204,0.73,1,ihhnv,simulated
22.51,23.49,7.54,3.8,1.414,351.49,10.68,3493.23,0.09,0,0,1,139,India,Dry,1,2021,0.37,0.755,1,ihhnv,simulated
26.67,8.19,7.17,4.21,3.045,462.01,43.8,2181.25,24.31,1,1,0,62,Indonesia,Wet,12,2018,0.581,0.63,0,ihhnv,simulated
31.2,11.99,7.81,7.61,4.922,92.89,161.61,430.48,24.08,0,1,0,125,India,Dry,6,2019,0.465,0.38,1,ihhnv,simulated
28.43,16.52,8.67,3.94,0.518,482.65,133.59,3396.56,12.44,1,0,1,34,Indonesia,Wet,9,2020,0.455,1.0,1,ihhnv,simulated
32.86,20.63,8.91,2.24,4.976,369.02,21.2,4112.19,18.14,1,0,1,101,India,Wet,3,2020,0.827,1.0,1,ihhnv,simulated
24.25,2.5,6.51,9.97,1.616,147.75,187.3,4630.37,28.94,0,1,0,144,Indonesia,Wet,2,2023,0.346,0.58,0,ihhnv,simulated
26.91,20.53,8.33,9.01,1.997,132.43,41.3,1164.7,25.8,1,0,0,147,India,Dry,8,2020,0.393,0.98,1,ihhnv,simulated
22.52,15.61,8.04,4.08,4.944,31.1,121.82,2670.2,23.79,0,0,0,144,Vietnam,Wet,11,2021,0.621,0.93,1,ihhnv,simulated
31.86,29.36,8.84,6.93,1.279,208.64,55.56,1443.68,11.38,0,1,0,30,Thailand,Dry,3,2018,0.468,0.48,0,ihhnv,simulated
28.78,12.27,8.14,8.49,4.31,60.78,97.46,2085.28,29.66,0,0,0,176,Vietnam,Wet,5,2018,0.49,0.68,1,ihhnv,simulated
21.4,16.42,7.11,9.86,4.682,401.7,37.53,2129.39,14.17,0,1,0,132,Vietnam,Dry,10,2023,0.403,0.33,0,ihhnv,simulated
23.04,32.77,8.02,9.03,1.904,276.03,174.01,573.66,25.44,1,0,1,135,China,Dry,1,2023,0.331,0.98,1,ihhnv,simulated
32.6,13.66,7.61,7.39,0.147,33.13,183.46,1086.91,5.74,0,0,1,153,Indonesia,Dry,12,2018,0.122,0.43,0,ihhnv,simulated
30.8,20.48,7.96,9.82,3.04,459.8,19.78,703.2,10.36,0,1,1,73,India,Wet,6,2022,0.416,0.53,1,ihhnv,simulated
27.33,7.18,8.77,9.65,1.744,146.9,95.49,3042.85,28.39,1,0,1,162,India,Dry,10,2018,0.417,0.98,1,ihhnv,simulated
28.57,8.59,7.49,7.51,0.296,90.26,40.02,2781.01,2.34,0,1,0,162,India,Dry,7,2021,0.118,0.18,0,ihhnv,simulated
34.79,33.07,8.22,2.28,4.201,21.05,13.43,2541.11,22.72,0,0,0,127,Malaysia,Wet,7,2019,0.711,0.455,0,ihhnv,simulated
26.06,14.98,6.72,9.24,0.578,383.26,15.42,3425.43,7.59,0,0,1,63,Philippines,Wet,5,2023,0.22,0.43,0,ihhnv,simulated
29.06,7.02,7.44,7.69,3.563,40.53,177.6,582.57,13.22,0,1,1,168,Thailand,Wet,5,2021,0.42,0.58,1,ihhnv,simulated
24.43,6.94,8.01,6.9,4.654,299.71,76.08,3377.78,11.41,0,0,1,161,China,Wet,2,2023,0.522,0.73,0,ihhnv,simulated
28.58,11.68,6.34,5.05,1.234,9.22,171.84,3892.75,24.19,0,1,0,171,China,Dry,8,2019,0.495,0.53,1,ihhnv,simulated
25.55,4.66,7.23,4.88,0.069,496.47,66.17,3711.54,1.38,1,0,1,138,Malaysia,Wet,12,2020,0.223,0.88,0,ihhnv,simulated
28.54,5.67,7.89,5.2,4.7,367.64,129.19,327.87,17.24,1,0,0,93,Thailand,Wet,11,2021,0.558,0.93,1,ihhnv,simulated
23.61,11.64,8.75,4.05,2.643,23.29,132.3,3098.33,20.12,1,0,0,107,Vietnam,Dry,6,2022,0.7,0.93,1,ihhnv,simulated
27.68,5.42,8.75,8.66,0.747,114.32,20.03,2657.92,10.61,1,0,0,98,Philippines,Dry,2,2023,0.336,0.63,1,ihhnv,simulated
24.82,30.31,6.78,3.49,4.552,273.03,63.91,2527.19,3.82,1,0,1,34,India,Dry,8,2022,0.67,1.0,1,ihhnv,simulated
20.31,20.86,7.33,4.75,3.883,464.95,22.33,3781.05,28.76,0,1,0,91,India,Dry,9,2022,0.537,0.33,1,ihhnv,simulated
34.32,32.3,6.57,8.47,4.016,119.63,192.35,2837.93,18.17,0,1,1,177,Thailand,Dry,6,2020,0.539,0.48,0,ihhnv,simulated
28.67,28.94,6.74,5.09,1.973,189.46,73.89,2720.46,14.37,1,1,1,143,India,Wet,9,2023,0.51,1.0,1,ihhnv,simulated
31.14,8.58,6.1,9.58,0.719,344.47,185.02,3089.89,23.98,1,0,1,138,China,Dry,3,2019,0.327,0.78,1,ihhnv,simulated
30.21,12.59,8.26,5.96,1.535,179.13,74.06,1272.55,29.31,0,0,0,177,Philippines,Wet,7,2023,0.432,0.58,0,ihhnv,simulated
31.19,9.07,7.71,9.86,3.315,482.45,96.32,1038.99,0.56,1,1,0,99,Philippines,Wet,11,2020,0.373,0.73,0,ihhnv,simulated
20.32,6.26,7.69,6.09,4.985,300.36,72.33,1757.86,1.0,0,0,1,161,Indonesia,Dry,4,2021,0.495,0.43,1,ihhnv,simulated
27.46,0.24,7.74,8.97,0.524,447.47,112.62,2105.13,12.98,1,1,0,169,China,Dry,7,2018,0.133,0.68,1,ihhnv,simulated
33.79,32.37,8.66,6.62,2.598,258.68,193.1,891.53,4.05,1,0,0,167,Vietnam,Dry,1,2018,0.595,0.83,1,ihhnv,simulated
25.39,33.27,7.45,2.7,4.621,141.89,40.96,2063.72,24.96,0,1,0,130,China,Wet,4,2020,0.585,0.405,1,ihhnv,simulated
33.62,34.67,7.37,8.34,2.609,178.54,58.5,3825.36,3.86,1,0,1,147,Malaysia,Wet,1,2019,0.367,0.68,1,ihhnv,simulated
23.03,14.99,6.72,5.39,0.186,386.86,176.33,1791.46,2.31,0,0,0,110,China,Dry,8,2023,0.304,0.53,0,ihhnv,simulated
27.01,17.85,7.65,9.06,1.258,127.88,179.04,967.02,3.62,0,0,1,44,Malaysia,Wet,2,2019,0.196,0.93,1,ihhnv,simulated
21.5,24.11,7.77,9.26,2.21,376.54,197.3,3740.25,6.61,1,1,0,98,Indonesia,Wet,9,2022,0.315,0.88,0,ihhnv,simulated
33.08,7.42,6.89,9.22,1.976,125.53,161.9,4289.5,25.63,0,0,0,79,Thailand,Wet,4,2022,0.347,0.58,1,ihhnv,simulated
34.08,17.44,7.08,5.41,2.154,28.84,164.24,1090.82,13.31,0,0,0,52,Vietnam,Dry,9,2021,0.462,0.73,1,ihhnv,simulated
33.19,0.36,7.69,9.89,2.305,354.09,47.99,1451.32,15.63,0,1,1,79,China,Dry,6,2020,0.291,0.23,1,ihhnv,simulated
24.87,7.77,7.78,6.41,1.586,199.11,105.3,1045.04,25.15,0,1,0,111,Vietnam,Wet,7,2022,0.343,0.53,1,ihhnv,simulated
27.3,12.86,6.81,5.19,0.056,476.25,117.72,236.34,14.04,0,0,1,87,Philippines,Dry,10,2020,0.282,0.58,1,ihhnv,simulated
32.48,24.46,6.17,9.63,1.147,123.14,45.9,3340.72,25.99,1,0,1,73,China,Wet,8,2018,0.361,0.98,1,ihhnv,simulated
33.18,15.0,7.2,4.65,2.586,126.27,121.65,712.45,2.48,1,1,1,90,India,Dry,3,2020,0.516,0.98,1,ihhnv,simulated
