water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,imnv_outbreak,disease_type,data_source
34.13,1.74,7.57,3.34,3.137,455.13,116.82,1032.94,15.74,1,0,1,124,China,Wet,8,2019,0.567,0.97,1,imnv,simulated
31.8,34.69,6.29,4.81,1.214,365.03,188.24,4343.74,23.21,0,1,0,59,China,Wet,2,2018,0.51,0.59,0,imnv,simulated
31.05,1.9,8.91,4.3,3.451,277.04,89.37,2778.17,2.53,0,1,1,169,India,Dry,1,2022,0.758,0.54,1,imnv,simulated
24.67,7.46,7.28,5.46,2.897,380.37,104.23,1291.74,23.37,1,1,0,121,China,Wet,4,2021,0.51,0.83,0,imnv,simulated
20.73,33.56,6.52,4.83,1.217,456.73,36.21,1252.34,1.6,1,1,1,126,Philippines,Dry,11,2022,0.471,0.39,1,imnv,simulated
28.29,26.29,8.68,4.59,3.244,312.48,29.09,126.6,10.76,0,1,1,79,Thailand,Dry,9,2020,0.71,0.54,0,imnv,simulated
20.07,11.77,7.69,6.87,3.145,479.74,85.63,3854.71,27.92,0,0,0,62,Philippines,Wet,8,2018,0.469,0.68,0,imnv,simulated
26.9,20.35,7.48,2.01,0.675,4.14,81.46,2366.05,6.45,0,1,0,135,Philippines,Wet,4,2018,0.345,0.75,1,imnv,simulated
21.92,15.98,8.65,3.69,2.434,378.56,51.66,4976.49,26.62,1,1,0,48,China,Dry,11,2018,0.672,0.58,1,imnv,simulated
28.7,18.54,6.88,8.89,4.676,80.86,178.17,2648.54,18.88,0,0,0,165,Indonesia,Dry,10,2019,0.474,0.84,1,imnv,simulated
27.85,19.5,6.05,6.04,1.771,205.69,75.11,1912.64,20.85,1,1,1,140,Vietnam,Wet,4,2023,0.57,1.0,1,imnv,simulated
30.07,9.26,6.13,5.89,0.711,238.02,72.72,3295.74,6.94,0,1,1,55,Vietnam,Dry,9,2019,0.444,0.52,1,imnv,simulated
26.08,16.72,7.19,9.36,4.357,173.89,57.03,871.38,7.24,1,0,0,32,India,Dry,8,2021,0.406,0.73,1,imnv,simulated
22.16,30.71,6.11,6.72,3.984,498.62,110.73,2620.16,5.6,0,1,0,89,Thailand,Wet,2,2022,0.674,0.49,0,imnv,simulated
23.69,18.23,8.76,8.28,4.035,24.76,143.55,4041.94,20.07,1,0,1,123,Indonesia,Wet,3,2023,0.601,0.99,1,imnv,simulated
29.31,24.58,8.25,2.9,1.534,421.3,20.38,2409.39,17.89,0,1,0,103,Thailand,Wet,7,2019,0.532,0.68,0,imnv,simulated
34.47,31.88,8.05,7.62,1.546,112.09,18.11,413.57,29.33,1,1,1,37,China,Wet,8,2019,0.343,0.59,0,imnv,simulated
28.23,20.76,8.06,2.33,0.913,306.25,48.82,1605.33,1.85,0,1,1,132,India,Dry,2,2019,0.45,0.51,1,imnv,simulated
24.66,4.43,8.24,2.23,2.721,385.26,46.57,3082.08,11.89,0,1,0,30,Indonesia,Dry,6,2023,0.685,0.43,1,imnv,simulated
32.21,14.42,8.43,8.73,1.697,136.18,157.04,4816.57,2.97,1,1,0,79,Vietnam,Wet,6,2020,0.386,0.94,1,imnv,simulated
30.79,15.35,8.18,6.0,4.561,166.24,174.95,1324.52,27.66,0,1,1,59,Thailand,Wet,11,2020,0.58,0.89,1,imnv,simulated
22.24,28.15,8.48,9.63,0.029,460.67,94.17,1366.86,15.76,0,0,0,167,Thailand,Wet,3,2020,0.179,0.47,1,imnv,simulated
20.94,19.97,6.37,5.35,3.299,436.37,76.65,1760.1,2.45,0,1,1,117,China,Wet,3,2020,0.677,0.69,1,imnv,simulated
34.29,3.25,7.46,7.36,0.441,103.44,105.17,3138.1,8.12,1,1,0,88,Malaysia,Dry,12,2021,0.144,0.51,1,imnv,simulated
24.23,8.73,8.27,5.8,1.012,257.89,26.77,1981.76,5.21,1,1,0,76,Indonesia,Dry,10,2019,0.381,0.54,0,imnv,simulated
34.78,15.94,8.02,5.28,0.731,61.22,184.04,2372.62,1.37,1,0,1,91,Thailand,Wet,7,2021,0.325,0.97,1,imnv,simulated
25.08,6.13,7.51,3.65,0.903,439.24,53.68,4972.89,12.86,1,1,0,118,Philippines,Dry,6,2021,0.314,0.45,1,imnv,simulated
20.44,12.72,6.68,3.02,0.773,291.59,20.96,1509.87,8.28,0,1,1,112,Indonesia,Dry,1,2020,0.455,0.31,0,imnv,simulated
20.61,32.99,8.62,5.17,2.157,487.36,83.27,4477.33,0.03,0,1,1,36,China,Wet,9,2022,0.587,0.54,1,imnv,simulated
33.38,10.35,6.2,4.98,1.996,332.91,141.34,2204.34,2.0,1,0,0,46,China,Dry,10,2018,0.606,0.94,1,imnv,simulated
31.47,19.41,6.39,3.59,2.099,146.92,74.09,2709.81,13.89,0,0,1,58,Indonesia,Dry,7,2022,0.632,0.88,1,imnv,simulated
26.96,5.13,7.36,8.75,0.37,184.43,103.4,3868.22,17.23,1,1,0,73,Vietnam,Dry,3,2018,0.106,0.61,1,imnv,simulated
30.21,11.65,8.37,9.91,1.877,284.43,151.48,1831.61,24.94,1,0,1,50,India,Dry,1,2019,0.357,1.0,1,imnv,simulated
29.48,15.16,6.82,8.98,3.718,333.06,177.17,2956.49,6.55,1,0,0,122,Thailand,Dry,5,2018,0.481,1.0,1,imnv,simulated
28.89,11.98,6.06,6.34,3.058,84.65,103.46,2830.46,1.8,0,0,1,91,Malaysia,Wet,4,2018,0.695,0.99,0,imnv,simulated
20.69,16.08,6.57,3.83,3.843,167.88,12.68,2731.15,8.52,1,1,1,96,Thailand,Dry,7,2020,0.694,0.63,1,imnv,simulated
23.13,4.45,8.73,2.3,1.072,39.88,140.51,2255.94,22.1,1,0,1,166,Philippines,Dry,7,2021,0.581,0.83,1,imnv,simulated
27.38,4.27,6.14,2.68,3.781,119.68,133.83,1561.47,26.5,0,1,1,142,Philippines,Dry,10,2023,0.804,0.73,0,imnv,simulated
28.42,3.93,8.92,8.07,2.297,245.81,163.34,290.52,12.29,1,0,1,136,Indonesia,Dry,9,2020,0.556,0.94,1,imnv,simulated
23.01,30.15,8.4,9.66,4.321,350.12,62.61,1854.24,5.12,1,0,0,168,China,Wet,8,2022,0.495,0.54,0,imnv,simulated
30.76,15.02,7.98,4.02,0.86,176.29,174.18,4324.45,11.76,1,1,0,164,Indonesia,Wet,11,2019,0.375,0.86,0,imnv,simulated
28.71,32.9,7.69,6.17,4.091,337.1,40.4,4335.29,14.85,0,0,0,81,Philippines,Dry,12,2021,0.493,0.38,0,imnv,simulated
21.73,29.67,7.43,7.75,1.399,475.8,48.74,1328.78,12.9,1,1,0,47,Philippines,Wet,9,2021,0.242,0.38,0,imnv,simulated
30.23,5.76,7.08,2.54,3.1,314.36,148.41,562.29,11.59,0,1,1,108,Indonesia,Dry,9,2021,0.652,0.67,0,imnv,simulated
24.7,12.07,7.35,3.74,1.712,369.66,114.65,2395.17,4.36,1,1,1,44,India,Dry,3,2021,0.424,1.0,1,imnv,simulated
33.36,10.69,8.41,3.64,2.247,400.95,114.2,2916.35,28.11,0,0,1,64,China,Wet,5,2019,0.613,0.98,1,imnv,simulated
33.22,32.17,8.75,4.58,1.646,293.89,142.81,3898.88,12.84,0,1,1,105,Indonesia,Dry,8,2022,0.572,0.54,0,imnv,simulated
27.13,0.07,7.42,2.01,2.691,75.18,166.68,3962.4,15.79,1,0,0,31,Indonesia,Wet,7,2020,0.579,1.0,1,imnv,simulated
25.41,21.85,7.67,7.53,3.405,482.45,159.51,3427.49,22.95,0,1,0,171,Thailand,Dry,12,2019,0.444,0.68,1,imnv,simulated
25.0,24.41,6.65,3.31,3.707,125.06,12.53,1131.53,20.91,1,0,0,105,India,Dry,5,2018,0.698,0.88,1,imnv,simulated
34.53,24.97,6.8,9.98,2.466,137.4,37.31,2724.01,18.11,1,1,1,150,Indonesia,Dry,1,2020,0.391,0.64,1,imnv,simulated
22.08,22.91,7.73,4.53,0.467,257.17,97.95,4310.03,3.89,1,0,1,89,Philippines,Dry,2,2023,0.273,0.71,0,imnv,simulated
23.95,21.01,7.57,3.87,4.241,464.93,14.48,4544.98,11.88,0,1,1,98,Philippines,Dry,11,2022,0.549,0.37,1,imnv,simulated
30.19,12.8,8.49,5.13,3.577,288.97,17.18,1146.78,17.2,0,0,1,100,Malaysia,Wet,12,2021,0.661,0.74,1,imnv,simulated
26.15,18.05,8.8,6.77,2.056,34.18,107.72,3580.4,13.07,1,1,1,180,Vietnam,Dry,12,2021,0.553,0.99,1,imnv,simulated
22.5,3.04,8.01,9.97,4.522,211.71,49.76,1466.5,9.32,0,0,0,93,China,Dry,6,2023,0.419,0.24,0,imnv,simulated
28.03,12.47,7.92,3.74,0.413,155.09,61.91,1133.04,10.96,1,1,0,164,Malaysia,Wet,4,2023,0.325,0.7,1,imnv,simulated
34.67,25.24,7.42,8.18,1.402,71.55,121.5,1553.1,28.56,0,1,0,30,Malaysia,Wet,1,2019,0.23,0.68,0,imnv,simulated
28.91,26.15,6.47,4.73,3.736,321.01,90.09,3750.22,20.75,0,0,0,132,Malaysia,Dry,10,2023,0.681,0.84,1,imnv,simulated
29.55,16.13,8.35,6.87,1.432,348.62,119.04,713.05,20.0,1,1,1,82,Indonesia,Wet,2,2021,0.405,1.0,1,imnv,simulated
24.8,0.18,6.89,9.47,0.56,278.65,23.9,3620.69,26.48,1,1,1,102,Vietnam,Wet,12,2019,0.182,0.57,1,imnv,simulated
22.85,29.88,6.23,6.87,3.317,342.31,156.07,3005.79,25.69,1,1,0,46,Thailand,Wet,2,2020,0.649,0.69,1,imnv,simulated
35.0,34.41,8.54,8.3,4.926,162.92,173.3,1236.78,22.33,0,1,0,128,Thailand,Dry,3,2020,0.563,0.49,1,imnv,simulated
30.46,27.16,7.05,3.44,1.127,59.34,80.14,667.18,16.56,0,0,0,168,Thailand,Wet,12,2021,0.419,0.97,1,imnv,simulated
26.11,14.22,7.31,8.42,1.408,263.99,130.27,3412.08,22.2,0,0,1,132,Vietnam,Dry,6,2020,0.241,0.83,1,imnv,simulated
31.07,8.77,7.0,3.48,4.438,165.47,55.84,2826.06,24.31,0,0,0,141,Indonesia,Wet,7,2023,0.634,0.47,1,imnv,simulated
22.04,8.58,6.87,7.42,3.763,300.21,74.97,2247.36,1.65,1,0,0,83,Indonesia,Dry,5,2019,0.524,0.69,0,imnv,simulated
22.36,23.28,7.82,9.23,4.419,257.56,55.33,2377.7,25.58,0,0,1,44,Thailand,Dry,4,2019,0.412,0.38,1,imnv,simulated
32.43,21.32,6.12,5.14,4.722,311.63,108.89,1034.49,20.56,1,0,0,46,Malaysia,Wet,11,2020,0.725,1.0,1,imnv,simulated
27.33,29.17,8.9,8.47,3.485,66.18,74.63,3146.49,5.17,1,0,0,80,Thailand,Wet,8,2021,0.618,0.99,1,imnv,simulated
32.93,32.22,8.2,4.02,3.43,437.77,44.26,2713.99,23.43,1,1,0,180,India,Dry,2,2018,0.649,0.44,0,imnv,simulated
23.27,11.72,7.56,2.01,4.646,94.54,129.7,2675.94,6.8,1,0,0,179,Malaysia,Dry,12,2019,0.61,0.87,1,imnv,simulated
33.73,10.94,7.26,8.18,1.609,88.72,91.04,3796.09,25.09,1,0,1,120,Indonesia,Dry,4,2020,0.279,0.93,1,imnv,simulated
33.98,0.12,8.71,7.43,4.773,330.23,165.32,4047.2,1.58,0,0,1,105,Philippines,Dry,1,2020,0.621,0.64,1,imnv,simulated
34.49,30.22,7.89,4.33,0.304,158.39,48.21,3747.77,17.15,1,1,1,161,China,Dry,10,2022,0.288,0.31,1,imnv,simulated
28.97,7.57,6.88,4.03,4.68,4.57,73.7,1245.85,13.06,1,1,0,127,Vietnam,Dry,10,2018,0.636,0.79,1,imnv,simulated
21.54,33.08,8.68,5.97,3.705,406.97,185.35,3213.41,14.23,1,0,1,35,Philippines,Wet,11,2018,0.664,0.84,1,imnv,simulated
29.62,17.64,6.98,8.67,3.652,204.72,47.69,1169.98,29.42,1,1,1,91,China,Wet,2,2022,0.464,0.84,1,imnv,simulated
32.54,3.14,7.69,3.64,0.607,58.29,74.71,4373.98,21.47,0,1,0,33,Vietnam,Wet,5,2021,0.311,0.5,1,imnv,simulated
25.4,23.83,7.32,5.3,4.283,492.55,19.55,2540.2,27.43,0,1,1,95,Thailand,Dry,5,2019,0.52,0.48,0,imnv,simulated
23.87,17.62,8.64,4.07,3.546,351.38,26.64,3616.21,14.6,0,1,1,133,Malaysia,Wet,1,2021,0.721,0.44,0,imnv,simulated
20.81,15.96,8.46,4.5,1.649,38.64,128.71,2091.6,9.67,0,0,1,134,Philippines,Wet,9,2018,0.527,0.79,1,imnv,simulated
26.27,4.2,7.59,5.81,3.981,183.23,163.84,1327.84,11.79,1,1,1,153,Malaysia,Dry,6,2021,0.488,0.78,0,imnv,simulated
28.17,34.6,8.45,6.35,1.994,490.25,105.1,695.1,0.86,0,0,0,120,India,Dry,8,2023,0.502,0.69,1,imnv,simulated
32.31,6.84,6.41,2.59,0.741,454.42,155.1,1424.52,24.81,0,0,1,107,India,Dry,11,2019,0.511,0.61,0,imnv,simulated
27.65,8.51,7.77,4.0,0.102,499.71,104.15,1105.77,5.54,1,1,1,37,Philippines,Wet,11,2022,0.256,0.76,0,imnv,simulated
32.09,15.28,8.77,5.53,2.952,429.14,52.7,1088.75,7.24,1,0,0,136,Vietnam,Wet,4,2020,0.689,0.79,0,imnv,simulated
31.02,22.69,7.63,8.58,0.97,26.64,50.24,4438.62,3.77,0,1,0,30,China,Wet,10,2021,0.177,0.31,0,imnv,simulated
34.07,14.73,8.77,9.84,3.947,225.19,127.55,1730.52,14.07,1,0,0,116,Indonesia,Dry,8,2020,0.55,0.94,1,imnv,simulated
23.24,0.06,7.82,4.71,2.139,341.69,134.38,4826.25,3.58,0,1,0,138,Thailand,Wet,7,2019,0.467,0.43,1,imnv,simulated
33.1,1.38,8.88,3.29,0.969,136.37,96.84,4504.55,4.49,1,1,1,156,India,Wet,4,2022,0.561,0.81,0,imnv,simulated
26.68,20.17,6.65,2.94,4.547,149.56,140.42,4651.58,23.8,0,0,0,145,Malaysia,Wet,10,2018,0.71,1.0,1,imnv,simulated
27.77,9.74,7.55,7.24,0.939,402.78,47.67,2785.13,19.15,1,1,1,169,India,Dry,5,2019,0.205,0.41,0,imnv,simulated
34.5,13.24,8.03,4.0,0.966,491.19,138.21,2702.43,29.48,1,0,1,121,China,Dry,11,2020,0.396,0.87,1,imnv,simulated
32.44,30.95,6.98,9.04,1.86,362.18,149.04,4685.24,6.86,0,1,0,44,India,Wet,1,2020,0.325,0.59,1,imnv,simulated
27.1,33.97,8.0,3.48,2.203,236.2,137.87,363.58,4.88,1,0,0,55,Malaysia,Dry,10,2023,0.545,0.92,1,imnv,simulated
24.58,29.42,8.46,6.95,4.299,385.87,36.06,1698.45,11.97,0,1,0,158,China,Dry,12,2021,0.595,0.34,1,imnv,simulated
25.25,23.03,8.24,6.53,3.001,273.74,19.43,1904.75,8.91,1,0,1,71,India,Dry,1,2019,0.572,0.84,0,imnv,simulated
30.62,4.26,7.11,7.52,0.566,117.36,194.59,351.66,14.8,1,0,0,122,India,Wet,11,2020,0.211,0.81,0,imnv,simulated
24.21,28.42,8.47,9.54,0.482,437.13,151.72,3918.39,6.93,0,0,0,56,India,Wet,2,2023,0.231,0.67,1,imnv,simulated
24.42,20.52,6.73,4.53,4.126,374.34,143.68,4538.85,6.29,0,1,1,176,India,Wet,5,2023,0.644,0.89,1,imnv,simulated
25.39,12.96,7.18,5.94,2.77,128.4,117.92,1284.8,4.3,1,1,1,89,China,Dry,6,2021,0.496,0.93,1,imnv,simulated
21.72,7.03,8.63,6.85,0.714,91.55,191.89,2555.59,25.12,0,1,1,142,Indonesia,Dry,1,2021,0.373,0.32,0,imnv,simulated
22.49,21.21,6.03,5.5,3.647,431.92,181.23,172.83,16.58,0,1,0,80,Malaysia,Dry,3,2020,0.728,0.54,1,imnv,simulated
27.83,1.25,7.34,2.43,3.912,95.84,94.88,3549.59,28.07,0,1,0,53,Indonesia,Wet,9,2018,0.612,0.72,1,imnv,simulated
24.9,20.45,7.26,8.62,1.528,170.72,36.87,2460.06,5.77,1,1,1,134,Malaysia,Wet,4,2021,0.256,0.78,1,imnv,simulated
33.78,31.88,8.66,3.21,0.127,409.66,94.91,911.62,22.61,1,0,1,98,Thailand,Wet,7,2023,0.434,0.91,1,imnv,simulated
22.8,24.57,8.8,5.71,4.635,66.92,140.63,4457.31,10.43,1,0,1,142,China,Wet,11,2018,0.693,0.99,0,imnv,simulated
29.83,8.71,7.03,3.55,1.451,56.43,151.28,679.31,17.19,0,1,1,75,Indonesia,Wet,11,2023,0.455,0.77,0,imnv,simulated
21.06,29.44,6.27,2.01,1.486,243.8,50.45,1688.81,23.87,1,1,0,48,Vietnam,Dry,6,2018,0.636,0.43,1,imnv,simulated
33.72,28.61,6.59,8.11,1.165,422.71,146.36,110.99,9.15,0,1,1,45,Vietnam,Wet,8,2018,0.344,0.64,1,imnv,simulated
22.56,32.69,6.15,7.74,1.114,348.56,187.73,4875.13,5.01,1,1,0,35,Indonesia,Dry,12,2023,0.424,0.59,1,imnv,simulated
27.72,19.62,8.62,7.51,1.961,155.63,149.9,2250.11,12.2,0,1,1,67,Philippines,Wet,9,2020,0.488,0.89,1,imnv,simulated
21.93,15.2,8.13,5.11,3.317,273.09,17.85,3202.97,24.6,0,1,1,81,India,Wet,4,2023,0.601,0.44,0,imnv,simulated
28.57,28.01,6.69,8.56,3.351,293.87,62.42,1922.69,10.53,0,1,0,32,China,Wet,7,2018,0.516,0.44,0,imnv,simulated
23.34,15.2,8.93,2.98,0.782,335.45,137.69,3634.51,20.31,0,0,1,36,Vietnam,Wet,6,2018,0.559,0.76,1,imnv,simulated
33.65,14.51,6.99,9.45,3.817,114.47,161.78,4364.1,16.4,1,0,1,123,Vietnam,Wet,3,2022,0.437,1.0,1,imnv,simulated
33.43,20.04,8.2,2.7,3.366,271.73,181.19,3625.46,26.96,0,0,1,164,Thailand,Wet,11,2020,0.693,0.98,1,imnv,simulated
24.44,13.44,6.26,4.98,2.434,359.74,144.08,3434.69,19.51,1,0,1,161,India,Dry,9,2019,0.644,1.0,1,imnv,simulated
21.32,29.49,8.82,4.8,3.289,345.26,173.84,204.85,17.84,0,1,1,169,Malaysia,Dry,7,2023,0.727,0.44,0,imnv,simulated
22.76,6.64,7.09,9.84,3.035,397.79,89.26,4153.56,5.0,0,1,1,71,India,Wet,2,2022,0.407,0.48,0,imnv,simulated
22.84,7.24,7.18,6.77,4.653,363.14,21.44,272.69,16.69,1,1,1,73,India,Wet,6,2021,0.494,0.43,0,imnv,simulated
26.5,20.59,8.7,7.8,2.288,415.92,101.36,4457.84,27.47,1,0,1,48,China,Wet,6,2023,0.528,1.0,1,imnv,simulated
33.89,26.79,8.81,3.09,1.46,243.03,15.89,3609.77,15.47,1,1,1,71,Vietnam,Wet,11,2018,0.611,0.83,1,imnv,simulated
27.22,32.64,7.28,9.59,1.713,385.21,28.34,203.83,17.34,0,0,1,83,China,Wet,8,2020,0.241,0.53,1,imnv,simulated
24.42,19.0,6.64,8.46,1.99,396.82,161.58,2247.05,15.82,1,0,0,36,Indonesia,Wet,2,2019,0.416,1.0,1,imnv,simulated
22.1,27.42,6.13,5.53,0.371,490.98,174.65,1379.01,12.45,1,1,1,139,Indonesia,Dry,10,2022,0.419,0.67,0,imnv,simulated
21.14,30.97,7.59,7.93,3.993,336.91,34.39,4416.25,8.43,0,0,1,145,India,Dry,3,2023,0.417,0.23,0,imnv,simulated
20.8,11.41,8.03,2.69,1.304,428.89,63.79,397.87,15.85,1,0,0,102,India,Wet,11,2021,0.477,0.78,0,imnv,simulated
30.43,21.08,8.02,8.01,0.892,79.47,98.66,4572.78,3.57,0,0,0,60,India,Dry,7,2018,0.252,0.72,1,imnv,simulated
24.92,34.8,6.89,5.63,2.31,21.46,153.99,4559.16,15.48,0,1,1,135,India,Dry,12,2022,0.504,0.64,1,imnv,simulated
21.35,28.54,8.83,9.85,0.37,210.99,184.48,4267.16,6.85,1,1,1,46,Thailand,Dry,10,2023,0.268,0.52,1,imnv,simulated
20.63,0.12,6.9,2.89,0.512,466.74,113.33,4139.56,1.67,1,1,1,159,Philippines,Wet,5,2018,0.394,0.71,1,imnv,simulated
25.45,20.28,6.84,3.05,1.226,306.04,16.35,4370.13,7.55,0,1,0,139,Vietnam,Dry,2,2020,0.478,0.58,0,imnv,simulated
29.63,5.61,8.56,4.35,0.663,216.99,162.52,3118.74,17.4,1,0,0,58,Malaysia,Wet,5,2020,0.439,0.87,1,imnv,simulated
30.0,0.41,6.22,8.93,2.897,272.98,74.32,1819.51,11.48,1,0,1,120,Thailand,Dry,6,2020,0.571,0.94,1,imnv,simulated
30.39,14.77,6.62,3.04,4.218,211.09,96.34,1504.24,23.62,0,1,1,134,Philippines,Wet,4,2018,0.712,0.98,1,imnv,simulated
21.01,12.94,6.06,7.77,3.886,146.43,111.16,158.01,21.77,0,1,1,93,Malaysia,Wet,3,2021,0.648,0.69,1,imnv,simulated
26.92,34.94,6.48,4.0,1.456,211.4,148.69,3651.95,28.9,0,0,1,167,India,Dry,10,2022,0.532,0.74,1,imnv,simulated
27.62,18.5,7.3,3.83,4.39,27.8,50.1,3622.12,20.28,0,1,0,119,China,Dry,7,2019,0.572,0.52,1,imnv,simulated
22.61,6.45,6.85,2.08,0.337,7.2,14.2,732.66,27.38,1,1,0,43,China,Wet,9,2022,0.41,0.41,1,imnv,simulated
23.2,14.61,8.76,2.45,4.66,7.04,144.69,2858.97,21.25,0,1,0,63,Philippines,Dry,10,2018,0.795,0.63,1,imnv,simulated
26.68,34.0,6.43,4.69,4.808,386.95,197.69,1753.61,22.33,0,0,0,132,China,Dry,9,2022,0.689,0.69,1,imnv,simulated
24.8,12.23,7.14,6.03,0.873,475.57,20.46,1392.81,0.59,0,0,0,30,China,Wet,4,2019,0.289,0.51,0,imnv,simulated
21.97,9.74,6.06,5.19,4.713,279.44,116.97,3343.0,1.01,1,1,1,143,Indonesia,Wet,9,2019,0.734,0.74,1,imnv,simulated
30.34,23.25,6.43,9.93,3.842,70.25,195.78,4521.59,19.26,0,1,0,71,India,Wet,5,2021,0.514,0.84,0,imnv,simulated
28.7,3.42,8.84,9.26,0.507,361.13,172.45,1430.68,28.71,0,0,1,47,Vietnam,Dry,3,2020,0.304,0.62,0,imnv,simulated
21.98,11.69,6.84,6.24,3.639,63.37,74.39,679.89,8.83,0,1,1,149,Malaysia,Wet,3,2020,0.569,0.69,0,imnv,simulated
33.72,25.19,7.35,4.91,2.631,63.07,128.34,2618.08,0.84,0,1,0,166,China,Wet,4,2022,0.487,0.68,1,imnv,simulated
25.3,1.22,7.86,9.56,4.777,466.9,183.13,2143.85,20.04,0,0,0,120,China,Wet,5,2021,0.408,0.73,1,imnv,simulated
27.67,15.35,6.93,4.38,0.232,152.6,13.54,3908.8,29.51,0,1,0,169,Thailand,Dry,6,2019,0.308,0.37,0,imnv,simulated
29.12,15.3,6.78,7.73,3.954,286.03,110.49,3413.3,25.31,1,1,0,101,Thailand,Wet,6,2023,0.529,1.0,1,imnv,simulated
28.51,2.43,7.99,3.43,4.925,115.74,154.82,1795.26,1.3,0,1,1,92,Thailand,Wet,2,2021,0.634,0.77,1,imnv,simulated
24.59,34.81,7.92,6.52,3.844,97.17,41.71,2366.51,17.16,0,1,0,119,Philippines,Dry,12,2022,0.519,0.28,0,imnv,simulated
29.12,4.96,7.36,6.74,4.663,34.75,129.36,3736.64,25.53,1,1,1,89,Thailand,Wet,1,2019,0.465,0.88,1,imnv,simulated
34.83,18.36,8.09,8.48,4.1,88.54,69.57,2256.23,23.49,0,1,0,52,Vietnam,Dry,1,2021,0.482,0.39,0,imnv,simulated
25.39,11.63,7.38,3.17,0.444,244.29,67.09,1851.7,10.05,1,0,0,136,Indonesia,Wet,12,2022,0.297,0.8,1,imnv,simulated
20.14,20.13,8.06,3.86,3.727,296.18,48.65,2016.12,8.0,0,1,0,146,Thailand,Dry,8,2021,0.631,0.38,1,imnv,simulated
31.99,25.13,7.29,7.3,2.656,329.26,44.41,3627.43,12.29,0,1,0,119,Indonesia,Wet,9,2019,0.42,0.43,0,imnv,simulated
31.54,23.22,6.37,9.43,3.093,146.38,17.27,2654.64,13.79,0,0,0,100,India,Wet,2,2023,0.541,0.59,1,imnv,simulated
21.6,31.84,8.72,8.31,1.039,475.43,98.52,2303.36,8.84,0,1,1,100,Philippines,Dry,3,2019,0.375,0.44,0,imnv,simulated
22.87,18.83,8.92,4.24,2.738,334.84,91.73,3112.54,11.68,1,0,0,30,India,Dry,9,2020,0.733,0.84,1,imnv,simulated
27.57,24.09,8.56,6.21,3.384,21.49,32.41,3790.25,6.37,1,0,1,86,Malaysia,Wet,2,2018,0.636,0.94,1,imnv,simulated
27.06,17.97,6.14,4.47,3.123,422.38,48.21,4133.35,2.16,1,1,0,118,China,Dry,12,2023,0.744,0.69,1,imnv,simulated
27.64,19.62,6.5,9.0,2.606,160.19,61.03,2816.31,10.78,1,0,0,87,China,Wet,5,2021,0.49,0.89,1,imnv,simulated
28.73,18.22,7.08,9.91,0.976,366.58,30.08,4624.72,7.89,0,0,0,142,Thailand,Wet,3,2023,0.181,0.51,0,imnv,simulated
23.52,16.53,7.95,3.31,1.351,234.52,10.29,3923.91,13.82,1,1,0,137,India,Wet,4,2020,0.448,0.62,1,imnv,simulated
20.25,8.73,6.33,3.1,0.39,273.45,65.83,4695.26,24.25,0,0,1,90,China,Dry,7,2021,0.468,0.26,1,imnv,simulated
20.36,4.42,6.22,9.33,4.961,191.24,16.9,1361.36,9.78,0,1,0,155,Vietnam,Dry,8,2023,0.569,0.14,0,imnv,simulated
21.37,0.8,7.46,5.16,3.169,305.37,120.73,3249.12,17.21,0,1,0,75,Vietnam,Dry,11,2019,0.501,0.33,0,imnv,simulated
23.57,16.26,8.43,9.2,4.425,403.76,160.91,4216.34,28.14,1,1,0,151,India,Wet,1,2018,0.515,0.84,0,imnv,simulated
24.45,22.77,6.83,5.44,1.156,271.03,12.53,3394.67,18.62,1,0,0,51,India,Dry,9,2019,0.392,0.79,0,imnv,simulated
26.22,13.67,7.47,2.66,2.22,353.52,58.88,4514.13,27.17,0,1,1,47,Indonesia,Dry,3,2018,0.496,0.57,0,imnv,simulated
32.34,11.45,8.93,9.32,4.964,311.95,35.68,3012.59,22.21,0,0,0,41,Philippines,Dry,6,2021,0.594,0.49,1,imnv,simulated
29.1,5.0,8.32,5.99,4.036,316.36,163.82,826.79,8.82,1,0,0,95,Thailand,Dry,4,2019,0.604,0.89,1,imnv,simulated
26.91,29.71,8.34,6.48,3.779,108.18,149.75,2031.78,10.25,1,1,1,123,Philippines,Dry,9,2022,0.591,0.84,1,imnv,simulated
26.36,1.79,7.13,3.37,2.32,268.71,63.54,4019.25,6.86,1,0,0,120,Indonesia,Dry,11,2021,0.54,0.67,1,imnv,simulated
33.38,26.05,6.15,7.9,4.1,175.55,149.07,215.49,6.58,0,0,0,122,Philippines,Wet,12,2023,0.628,0.84,0,imnv,simulated
32.08,22.29,6.1,5.5,4.703,189.43,192.23,1282.19,9.77,0,0,1,164,China,Dry,3,2021,0.717,0.79,1,imnv,simulated
32.46,20.35,8.11,3.64,4.833,236.54,87.4,3883.27,25.67,0,0,0,35,Thailand,Dry,11,2018,0.647,0.83,1,imnv,simulated
29.23,30.89,6.87,4.63,3.471,345.49,142.1,437.71,1.36,1,0,1,59,Thailand,Wet,1,2022,0.617,1.0,1,imnv,simulated
24.57,7.71,7.1,3.6,3.313,296.99,64.94,2620.85,8.73,0,1,0,138,China,Wet,1,2019,0.613,0.47,1,imnv,simulated
