water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ems_ahpnd_outbreak,disease_type,data_source
34.92,33.49,7.12,3.23,3.29,367.78,78.65,2482.96,13.57,0,1,0,127,Philippines,Dry,1,2019,0.622,0.65,0,ems_ahpnd,simulated
22.7,27.93,7.39,2.99,1.072,40.36,19.54,801.32,22.4,0,0,1,143,Malaysia,Wet,6,2020,0.371,0.55,1,ems_ahpnd,simulated
27.29,10.15,7.94,3.2,0.902,441.72,22.98,724.23,19.87,0,0,1,129,Philippines,Wet,9,2022,0.4,0.54,1,ems_ahpnd,simulated
28.81,22.44,7.57,5.12,2.58,376.94,49.2,2930.38,23.45,1,1,1,139,Vietnam,Wet,11,2018,0.461,0.93,1,ems_ahpnd,simulated
20.8,5.03,8.74,5.14,3.051,138.31,117.15,4889.5,21.79,0,1,1,37,Philippines,Wet,9,2021,0.702,0.86,1,ems_ahpnd,simulated
20.82,14.58,8.77,5.41,2.027,492.39,105.39,2706.4,16.99,1,0,1,98,China,Wet,4,2021,0.59,1.0,1,ems_ahpnd,simulated
30.92,23.95,8.39,7.5,0.214,473.42,97.12,2970.96,20.56,0,0,0,66,Vietnam,Dry,2,2019,0.255,0.55,1,ems_ahpnd,simulated
21.45,4.85,8.05,4.83,1.051,254.81,16.09,1524.21,3.25,1,1,0,88,India,Dry,9,2018,0.381,0.51,0,ems_ahpnd,simulated
26.78,16.66,6.23,2.43,0.231,87.95,193.16,2211.47,14.27,1,1,1,91,Vietnam,Wet,5,2021,0.49,1.0,1,ems_ahpnd,simulated
24.64,9.53,7.91,2.62,0.309,402.75,49.68,1169.52,6.96,1,1,0,144,Malaysia,Wet,4,2021,0.349,0.64,1,ems_ahpnd,simulated
25.33,12.0,6.52,6.97,4.427,138.81,74.84,4802.85,12.59,0,0,1,82,Thailand,Dry,11,2023,0.598,0.56,0,ems_ahpnd,simulated
22.24,33.34,7.1,6.01,3.067,97.72,127.18,3477.68,0.63,0,1,0,62,China,Wet,1,2021,0.533,0.58,0,ems_ahpnd,simulated
26.76,2.05,7.49,6.96,3.373,486.29,133.87,3272.88,25.25,1,1,1,106,Malaysia,Wet,11,2020,0.436,0.88,1,ems_ahpnd,simulated
26.57,3.61,8.52,4.99,3.774,497.49,162.08,4185.74,6.33,0,0,1,70,India,Wet,10,2020,0.67,0.81,1,ems_ahpnd,simulated
26.44,8.08,8.84,9.73,2.642,185.59,50.61,587.77,0.38,0,0,1,172,Malaysia,Wet,12,2022,0.526,0.66,1,ems_ahpnd,simulated
25.67,23.84,8.09,5.79,0.172,93.66,130.43,3069.11,11.67,0,0,0,74,Vietnam,Wet,9,2019,0.258,0.6,0,ems_ahpnd,simulated
28.21,17.1,7.3,5.31,3.687,388.22,131.13,2888.63,14.81,1,1,0,59,Philippines,Wet,11,2023,0.523,1.0,1,ems_ahpnd,simulated
23.31,23.17,8.13,4.76,0.718,290.58,159.76,943.6,26.69,0,1,0,41,Thailand,Dry,3,2022,0.359,0.4,1,ems_ahpnd,simulated
34.82,12.56,6.39,3.33,2.709,117.52,146.52,1979.06,22.99,0,1,1,128,Thailand,Wet,1,2018,0.708,1.0,1,ems_ahpnd,simulated
24.29,30.22,6.54,8.47,4.122,448.46,126.63,588.15,3.65,1,0,0,130,India,Wet,12,2018,0.544,1.0,1,ems_ahpnd,simulated
27.96,25.47,7.1,7.74,3.894,91.4,190.15,1064.58,12.74,0,1,0,69,Malaysia,Wet,1,2020,0.475,0.58,1,ems_ahpnd,simulated
34.51,6.97,8.23,8.28,4.756,466.59,142.05,1812.41,25.33,1,0,1,95,China,Wet,5,2021,0.512,1.0,1,ems_ahpnd,simulated
26.24,16.34,8.32,9.46,3.66,127.17,126.66,4695.8,8.34,1,0,0,31,China,Dry,2,2023,0.488,1.0,1,ems_ahpnd,simulated
34.11,15.53,6.57,6.08,2.446,48.81,154.01,1277.23,24.35,0,0,0,113,China,Dry,8,2019,0.557,1.0,1,ems_ahpnd,simulated
31.56,5.76,8.19,8.97,1.045,117.66,72.61,666.47,8.28,1,1,1,124,India,Wet,2,2021,0.265,1.0,1,ems_ahpnd,simulated
29.77,1.25,8.66,6.79,4.262,61.29,180.47,897.13,21.95,1,0,0,82,Indonesia,Dry,1,2020,0.634,1.0,1,ems_ahpnd,simulated
34.56,22.48,7.17,9.35,1.126,479.55,194.33,1803.44,10.53,0,0,1,124,India,Wet,6,2021,0.202,1.0,1,ems_ahpnd,simulated
30.34,3.84,8.79,3.79,3.623,67.91,46.59,365.68,22.26,1,1,1,129,Philippines,Wet,2,2018,0.755,1.0,1,ems_ahpnd,simulated
29.47,3.07,7.52,7.72,4.529,149.17,30.74,4710.86,5.31,0,0,1,101,Indonesia,Wet,2,2018,0.413,0.78,1,ems_ahpnd,simulated
32.15,33.66,7.35,3.83,4.352,330.55,22.69,2168.95,5.78,0,1,1,174,India,Dry,8,2019,0.564,0.7,1,ems_ahpnd,simulated
21.19,1.33,6.47,5.1,3.236,240.25,69.57,4261.65,27.73,0,1,0,106,Thailand,Wet,7,2022,0.668,0.36,1,ems_ahpnd,simulated
34.54,13.45,8.59,2.8,4.099,429.88,45.51,2928.3,25.91,0,1,1,158,India,Wet,6,2019,0.755,1.0,1,ems_ahpnd,simulated
23.56,20.48,6.97,9.91,3.455,99.11,191.98,2933.44,29.46,0,1,0,162,Malaysia,Wet,11,2018,0.425,0.66,1,ems_ahpnd,simulated
29.7,19.09,6.65,9.21,3.298,399.29,192.28,4687.83,20.03,0,0,0,136,China,Dry,6,2020,0.501,1.0,1,ems_ahpnd,simulated
23.61,0.38,8.4,4.8,0.295,351.42,114.84,2354.07,12.17,0,1,1,54,Malaysia,Dry,9,2022,0.356,0.45,1,ems_ahpnd,simulated
23.49,34.34,8.74,3.92,0.427,303.99,153.26,1013.48,21.74,0,1,1,159,China,Dry,1,2020,0.457,0.57,1,ems_ahpnd,simulated
32.53,21.92,6.56,9.52,2.51,469.43,26.9,3344.53,2.58,1,1,0,60,Thailand,Dry,1,2020,0.452,0.86,1,ems_ahpnd,simulated
34.46,17.2,6.66,2.53,1.555,227.5,198.93,616.87,18.8,0,1,0,34,China,Dry,1,2018,0.562,1.0,1,ems_ahpnd,simulated
21.35,8.36,8.5,7.5,0.843,58.72,166.66,2984.96,7.66,0,0,0,93,China,Dry,6,2018,0.344,0.65,0,ems_ahpnd,simulated
28.38,25.43,6.23,3.2,3.839,469.52,60.65,1324.04,13.45,1,1,1,126,Thailand,Wet,9,2021,0.772,1.0,1,ems_ahpnd,simulated
21.48,31.63,7.91,7.95,0.98,456.05,189.36,3143.09,13.29,1,0,0,104,Philippines,Wet,12,2023,0.246,0.77,1,ems_ahpnd,simulated
22.78,23.57,8.26,8.93,3.942,111.39,109.21,743.39,22.38,1,1,0,175,India,Wet,2,2022,0.496,0.91,1,ems_ahpnd,simulated
26.05,23.92,7.74,5.08,4.229,421.96,175.74,3670.66,29.34,1,0,1,126,Indonesia,Wet,9,2020,0.537,0.98,1,ems_ahpnd,simulated
25.57,20.9,7.33,9.63,3.002,454.82,103.18,2463.76,20.76,0,0,1,111,Thailand,Wet,3,2022,0.374,0.73,1,ems_ahpnd,simulated
30.97,27.31,6.71,9.21,2.83,139.52,156.74,3486.94,27.8,0,1,1,173,Philippines,Wet,8,2020,0.472,1.0,1,ems_ahpnd,simulated
23.69,28.67,8.71,4.94,4.201,1.51,151.25,1861.07,2.44,1,0,0,47,Vietnam,Dry,11,2018,0.704,0.91,1,ems_ahpnd,simulated
31.97,23.82,7.75,8.39,2.54,443.63,196.8,4917.6,23.27,0,1,1,157,India,Dry,9,2018,0.378,0.88,1,ems_ahpnd,simulated
23.23,28.5,6.1,6.79,2.911,34.22,142.04,3045.96,21.79,1,0,0,51,Indonesia,Wet,5,2019,0.664,1.0,1,ems_ahpnd,simulated
21.18,28.93,6.93,8.8,0.015,272.98,179.04,2752.05,11.91,0,0,1,70,Indonesia,Wet,7,2022,0.137,0.65,1,ems_ahpnd,simulated
23.03,13.08,8.36,7.79,0.235,308.49,29.83,4674.07,18.93,1,1,0,98,Thailand,Wet,9,2019,0.243,0.6,0,ems_ahpnd,simulated
20.85,31.16,6.74,8.78,1.861,426.52,90.53,403.14,20.31,0,1,0,148,Thailand,Dry,6,2020,0.374,0.26,0,ems_ahpnd,simulated
28.58,20.95,8.15,2.36,4.05,455.03,174.62,2796.57,20.05,0,0,0,50,Vietnam,Dry,10,2022,0.696,1.0,1,ems_ahpnd,simulated
20.49,1.22,8.76,5.08,4.34,317.0,100.0,1547.28,28.15,1,1,0,101,India,Wet,5,2020,0.707,0.61,1,ems_ahpnd,simulated
32.1,6.42,6.74,3.65,4.922,182.09,24.25,3989.68,22.65,0,1,1,133,Vietnam,Dry,4,2023,0.672,0.93,1,ems_ahpnd,simulated
23.49,14.42,6.92,5.2,0.095,223.23,65.97,1123.08,5.38,1,0,0,175,Thailand,Wet,4,2020,0.267,0.7,1,ems_ahpnd,simulated
26.92,28.25,7.95,6.91,4.221,312.66,138.95,2478.68,18.75,0,1,0,109,China,Wet,5,2019,0.511,0.58,0,ems_ahpnd,simulated
24.13,32.78,6.82,6.67,3.425,158.17,75.76,220.08,0.52,1,0,1,49,China,Wet,7,2018,0.558,0.76,0,ems_ahpnd,simulated
28.98,21.04,6.77,7.85,1.82,389.83,48.85,4596.06,2.57,0,1,0,74,India,Wet,9,2019,0.396,0.71,1,ems_ahpnd,simulated
27.08,0.91,7.83,2.78,4.004,323.56,78.85,4656.11,2.85,1,0,0,175,Malaysia,Dry,4,2023,0.629,0.65,0,ems_ahpnd,simulated
32.01,4.45,7.75,3.76,4.356,214.25,103.02,3948.23,3.33,0,1,0,65,Philippines,Dry,1,2018,0.583,0.95,1,ems_ahpnd,simulated
33.06,26.54,6.34,3.69,4.618,327.82,42.29,1883.87,12.43,0,1,1,132,Thailand,Wet,8,2018,0.737,0.88,1,ems_ahpnd,simulated
21.28,16.53,7.84,9.33,0.747,114.2,196.76,1698.73,3.69,0,1,0,51,Indonesia,Dry,7,2020,0.162,0.47,1,ems_ahpnd,simulated
31.32,30.04,8.16,7.75,4.908,349.03,130.4,3879.97,21.56,0,1,0,98,China,Wet,8,2023,0.518,1.0,1,ems_ahpnd,simulated
32.49,19.27,7.6,6.88,0.866,268.08,34.43,1498.63,16.42,0,1,0,126,Vietnam,Wet,4,2018,0.217,0.62,1,ems_ahpnd,simulated
32.8,9.97,8.6,9.69,4.458,319.51,93.45,1230.37,29.13,0,0,0,65,Indonesia,Dry,4,2021,0.527,0.86,1,ems_ahpnd,simulated
33.06,25.38,7.18,7.97,0.793,125.69,65.79,4996.12,28.02,1,1,1,118,Philippines,Dry,5,2020,0.209,0.67,1,ems_ahpnd,simulated
30.45,15.5,6.94,4.18,0.39,172.09,121.38,3371.87,1.01,1,0,1,85,Vietnam,Dry,3,2023,0.331,1.0,1,ems_ahpnd,simulated
32.54,23.2,8.26,4.22,1.871,288.38,121.57,1664.35,0.15,1,1,1,97,India,Dry,9,2023,0.527,1.0,1,ems_ahpnd,simulated
31.16,23.41,6.08,5.42,0.89,395.85,10.1,3559.0,28.17,0,0,1,79,Malaysia,Wet,2,2021,0.488,0.7,1,ems_ahpnd,simulated
32.99,19.18,7.43,4.25,1.252,483.3,91.63,1807.62,27.77,0,0,1,138,Philippines,Dry,1,2023,0.342,0.83,0,ems_ahpnd,simulated
28.4,1.65,6.53,7.8,3.207,426.85,122.85,2620.65,5.47,0,0,1,75,Malaysia,Dry,11,2018,0.568,1.0,1,ems_ahpnd,simulated
28.9,26.86,6.59,4.76,1.296,282.45,50.2,3675.8,14.7,0,0,0,110,Thailand,Dry,11,2018,0.47,0.71,0,ems_ahpnd,simulated
22.54,20.92,8.77,3.09,1.806,231.81,195.4,2896.07,15.38,0,1,1,84,Vietnam,Wet,4,2018,0.643,0.83,1,ems_ahpnd,simulated
22.56,1.72,6.01,7.19,2.368,16.05,54.27,3883.76,3.12,0,1,0,127,Philippines,Wet,5,2019,0.605,0.36,0,ems_ahpnd,simulated
27.59,31.18,7.69,6.68,4.109,80.83,138.18,2752.64,3.51,1,0,0,65,Malaysia,Wet,1,2021,0.476,0.93,1,ems_ahpnd,simulated
28.59,21.81,7.37,7.52,2.889,459.16,29.53,2265.99,11.2,0,0,1,105,China,Wet,8,2019,0.425,0.78,1,ems_ahpnd,simulated
25.16,23.56,7.99,2.17,0.528,158.04,119.4,2580.08,15.63,0,1,0,64,Philippines,Wet,11,2022,0.401,0.54,1,ems_ahpnd,simulated
27.35,11.73,8.93,9.96,4.302,404.73,149.11,2878.22,22.88,1,1,1,50,China,Wet,11,2021,0.573,1.0,1,ems_ahpnd,simulated
27.45,1.56,8.95,6.8,0.417,322.11,151.47,330.72,11.0,0,1,0,119,Philippines,Dry,11,2018,0.395,0.4,0,ems_ahpnd,simulated
22.69,9.3,8.87,8.03,0.433,160.27,192.84,4661.57,19.37,1,1,0,58,Malaysia,Wet,4,2023,0.342,0.9,1,ems_ahpnd,simulated
20.85,3.85,7.03,3.17,4.508,57.94,170.38,3514.48,22.8,1,1,0,67,Malaysia,Wet,11,2020,0.639,0.95,1,ems_ahpnd,simulated
21.76,7.19,7.18,5.12,1.527,59.99,52.38,1168.21,13.52,1,0,0,53,Philippines,Dry,2,2018,0.386,0.68,1,ems_ahpnd,simulated
26.15,19.43,6.54,8.7,1.176,192.22,156.88,4830.1,17.06,1,0,0,178,India,Wet,2,2020,0.334,1.0,1,ems_ahpnd,simulated
28.97,12.12,8.62,5.21,2.79,395.22,179.58,4501.31,8.09,1,0,0,102,Philippines,Wet,9,2018,0.656,1.0,1,ems_ahpnd,simulated
33.18,1.17,6.02,6.69,2.004,270.47,124.55,3537.44,5.65,0,0,1,150,Philippines,Dry,7,2021,0.58,1.0,1,ems_ahpnd,simulated
31.43,29.26,6.71,2.39,1.735,168.39,165.55,2877.72,19.66,1,1,0,162,Thailand,Dry,8,2021,0.578,1.0,1,ems_ahpnd,simulated
28.63,15.46,7.13,2.78,4.023,496.39,125.01,4165.3,0.76,1,1,0,157,Indonesia,Wet,12,2020,0.636,1.0,1,ems_ahpnd,simulated
27.99,20.79,6.26,4.91,4.211,217.31,149.26,1728.1,26.53,0,1,1,160,Thailand,Dry,9,2021,0.71,0.61,1,ems_ahpnd,simulated
30.98,0.25,7.88,8.38,3.707,436.59,198.72,3554.7,20.15,0,0,0,148,Thailand,Dry,8,2018,0.451,0.93,1,ems_ahpnd,simulated
27.88,16.25,7.27,4.0,3.592,163.53,184.37,2766.93,2.55,0,0,1,148,India,Dry,2,2020,0.572,0.78,1,ems_ahpnd,simulated
26.75,17.6,6.8,3.01,1.945,217.37,142.98,4859.1,1.83,0,1,1,135,Indonesia,Wet,3,2018,0.566,0.98,1,ems_ahpnd,simulated
24.47,12.25,6.9,9.88,2.841,489.11,77.04,3015.92,1.91,0,0,1,37,Malaysia,Dry,5,2020,0.42,0.56,0,ems_ahpnd,simulated
24.51,29.96,7.27,7.19,4.618,72.34,30.81,1811.88,16.55,1,0,0,147,India,Wet,7,2023,0.465,0.63,1,ems_ahpnd,simulated
30.52,29.64,7.93,3.45,4.837,120.3,169.18,3855.12,14.42,1,0,1,118,China,Dry,3,2018,0.623,1.0,1,ems_ahpnd,simulated
31.36,27.85,7.31,3.87,1.119,21.31,161.51,2165.4,15.35,0,0,0,147,Thailand,Wet,3,2021,0.36,1.0,1,ems_ahpnd,simulated
33.62,22.61,7.07,9.23,0.006,230.56,129.56,2292.44,25.77,1,1,0,82,Vietnam,Wet,4,2018,0.098,1.0,1,ems_ahpnd,simulated
31.91,32.82,8.48,9.36,4.411,41.12,197.59,4856.83,16.53,0,0,0,44,Thailand,Dry,11,2020,0.518,1.0,1,ems_ahpnd,simulated
24.13,34.91,8.17,5.77,1.544,390.42,27.84,4628.06,29.67,1,0,0,58,China,Dry,7,2020,0.424,0.61,1,ems_ahpnd,simulated
27.61,11.33,7.24,9.61,4.692,277.77,97.54,1047.3,3.19,1,0,0,126,Indonesia,Dry,6,2018,0.39,0.68,1,ems_ahpnd,simulated
30.55,32.71,7.24,4.91,2.605,375.84,81.86,1051.12,18.35,0,0,0,71,Thailand,Wet,12,2022,0.502,0.73,0,ems_ahpnd,simulated
20.7,0.11,7.54,8.95,0.418,350.39,180.6,4160.91,10.09,1,0,0,124,Thailand,Dry,9,2018,0.088,0.67,1,ems_ahpnd,simulated
34.44,24.23,6.87,8.84,0.39,287.52,23.75,4517.54,7.98,1,1,1,141,Malaysia,Wet,12,2022,0.187,0.85,1,ems_ahpnd,simulated
25.16,14.38,8.5,2.82,0.614,68.17,53.35,4878.35,20.7,1,1,0,143,Indonesia,Wet,10,2020,0.474,0.72,0,ems_ahpnd,simulated
22.59,34.81,6.14,3.04,1.463,89.13,53.88,4802.23,2.75,1,1,0,85,Malaysia,Dry,12,2023,0.621,0.63,1,ems_ahpnd,simulated
21.27,20.98,7.86,7.02,0.799,32.72,23.06,754.08,29.66,0,1,0,178,Vietnam,Dry,8,2021,0.248,0.02,0,ems_ahpnd,simulated
23.85,1.66,8.85,7.59,0.583,386.55,104.75,3821.33,20.8,0,0,0,49,Thailand,Dry,11,2018,0.37,0.5,0,ems_ahpnd,simulated
25.89,1.68,6.99,7.19,0.234,292.7,167.33,4502.56,16.05,1,1,0,35,Vietnam,Wet,8,2019,0.205,0.75,1,ems_ahpnd,simulated
22.72,16.08,8.12,6.23,4.13,452.92,150.19,139.99,10.22,0,0,1,98,Philippines,Dry,7,2021,0.562,0.86,1,ems_ahpnd,simulated
30.88,15.25,7.39,8.35,1.572,106.67,76.98,3021.0,4.93,0,1,1,90,China,Dry,11,2019,0.248,0.73,0,ems_ahpnd,simulated
25.14,8.28,7.36,6.66,3.402,435.58,22.5,473.48,1.02,1,1,0,172,Vietnam,Dry,4,2019,0.468,0.58,0,ems_ahpnd,simulated
24.0,9.49,7.72,4.32,2.27,402.17,161.34,2725.75,15.76,1,1,1,114,Thailand,Wet,2,2019,0.478,1.0,1,ems_ahpnd,simulated
26.95,21.72,7.76,4.05,1.897,27.73,22.2,1094.61,17.38,1,0,0,142,India,Wet,7,2023,0.452,0.63,1,ems_ahpnd,simulated
31.49,7.4,7.8,4.58,1.835,461.92,131.12,821.74,10.05,0,0,1,74,China,Dry,8,2021,0.435,1.0,1,ems_ahpnd,simulated
32.91,7.62,8.83,9.7,2.304,13.2,172.06,3098.16,6.42,1,1,0,43,Malaysia,Wet,4,2020,0.488,1.0,1,ems_ahpnd,simulated
32.25,3.05,7.98,7.12,4.759,274.5,40.06,4680.76,16.93,0,0,1,33,India,Dry,9,2022,0.509,0.68,1,ems_ahpnd,simulated
29.58,11.26,6.03,2.29,2.547,172.86,140.09,1399.1,3.99,1,1,1,71,Thailand,Wet,7,2023,0.785,1.0,1,ems_ahpnd,simulated
30.12,30.64,6.53,3.84,2.527,61.56,181.15,1418.74,10.88,1,0,1,145,Indonesia,Dry,1,2023,0.648,1.0,1,ems_ahpnd,simulated
23.89,26.24,6.73,4.09,1.622,166.82,10.63,713.05,4.27,0,1,0,82,Thailand,Dry,6,2018,0.506,0.26,0,ems_ahpnd,simulated
23.68,19.38,7.56,7.7,0.119,282.94,38.88,4619.67,4.55,0,0,1,47,China,Wet,7,2021,0.1,0.42,0,ems_ahpnd,simulated
28.88,1.6,8.4,8.54,2.019,265.25,142.38,878.63,4.94,1,1,1,45,Malaysia,Dry,1,2023,0.423,1.0,1,ems_ahpnd,simulated
34.83,16.83,6.66,7.53,1.468,329.3,45.2,3362.08,17.93,0,0,0,53,Vietnam,Wet,4,2020,0.385,0.96,1,ems_ahpnd,simulated
22.43,7.76,8.05,3.59,3.644,194.42,120.48,2378.55,12.79,1,1,1,104,Thailand,Dry,2,2023,0.639,1.0,1,ems_ahpnd,simulated
22.63,4.18,7.86,4.08,4.01,476.24,153.38,2519.53,0.56,1,1,1,88,Vietnam,Dry,12,2021,0.591,0.78,1,ems_ahpnd,simulated
33.59,27.25,7.65,4.59,4.131,158.61,39.28,4136.6,17.87,1,0,1,163,China,Dry,7,2023,0.539,0.93,1,ems_ahpnd,simulated
22.38,34.49,7.51,8.25,2.883,480.43,120.19,3987.26,24.79,1,1,0,55,Thailand,Wet,11,2023,0.38,0.83,1,ems_ahpnd,simulated
31.53,31.06,6.54,4.76,4.775,367.13,16.08,955.94,6.34,1,0,1,54,India,Dry,8,2023,0.668,1.0,1,ems_ahpnd,simulated
29.57,17.38,6.78,3.11,0.146,437.48,135.17,4113.68,25.63,0,0,1,31,India,Dry,8,2022,0.366,1.0,1,ems_ahpnd,simulated
28.41,29.57,6.14,4.1,1.847,50.15,76.13,3028.1,22.23,1,0,1,172,China,Wet,5,2022,0.629,1.0,1,ems_ahpnd,simulated
24.62,26.87,7.5,2.84,0.032,256.12,153.87,3940.55,13.89,1,0,1,132,Philippines,Dry,10,2019,0.242,0.84,1,ems_ahpnd,simulated
29.69,15.96,8.3,2.27,0.315,277.34,63.57,167.58,20.96,1,0,0,32,China,Wet,11,2021,0.426,1.0,1,ems_ahpnd,simulated
24.57,31.63,7.96,8.48,0.93,477.27,105.24,779.07,26.38,1,1,1,101,Thailand,Wet,4,2020,0.231,0.72,0,ems_ahpnd,simulated
24.2,14.28,7.13,9.7,2.779,413.66,49.14,2272.06,11.34,0,1,0,59,Thailand,Wet,6,2022,0.38,0.43,0,ems_ahpnd,simulated
25.57,30.76,6.93,9.24,0.588,261.08,67.15,2783.43,9.44,0,1,0,74,Indonesia,Dry,2,2018,0.186,0.1,0,ems_ahpnd,simulated
20.41,23.03,8.41,6.45,1.016,58.61,60.91,3368.04,2.03,0,0,0,52,Malaysia,Dry,2,2018,0.383,0.36,0,ems_ahpnd,simulated
32.18,16.36,8.1,2.75,1.567,237.54,92.88,4970.81,26.09,1,0,0,158,Thailand,Dry,2,2023,0.516,1.0,1,ems_ahpnd,simulated
24.83,24.27,6.46,8.85,2.389,4.37,194.01,3772.19,1.3,0,1,1,144,Indonesia,Dry,12,2021,0.477,0.61,1,ems_ahpnd,simulated
24.95,6.25,6.93,5.69,4.737,193.09,176.81,3183.52,24.72,1,1,1,141,Philippines,Dry,8,2018,0.572,1.0,1,ems_ahpnd,simulated
22.61,16.07,6.39,8.03,1.177,58.07,187.09,3274.96,29.29,1,0,0,107,China,Wet,4,2020,0.381,1.0,1,ems_ahpnd,simulated
34.19,30.59,6.14,3.38,4.468,10.18,48.21,2616.63,29.92,1,0,0,172,Indonesia,Wet,3,2018,0.781,1.0,1,ems_ahpnd,simulated
23.0,24.23,7.98,6.42,4.538,454.1,127.41,1550.78,20.54,1,1,0,97,Indonesia,Wet,2,2020,0.533,0.83,1,ems_ahpnd,simulated
33.44,22.15,6.5,9.15,0.089,379.71,14.0,2745.35,23.98,0,0,0,32,Malaysia,Dry,11,2018,0.205,0.55,0,ems_ahpnd,simulated
28.91,18.77,7.26,5.85,3.961,69.46,60.94,1638.91,9.41,0,0,0,76,Vietnam,Dry,9,2019,0.512,0.78,1,ems_ahpnd,simulated
25.98,0.73,8.38,4.56,2.683,108.53,194.49,955.17,26.89,0,0,1,66,Vietnam,Wet,3,2020,0.626,0.81,1,ems_ahpnd,simulated
33.48,30.83,8.55,6.13,2.781,467.06,136.82,1346.03,16.3,1,0,0,84,Malaysia,Dry,3,2019,0.613,1.0,1,ems_ahpnd,simulated
30.91,14.87,8.57,5.16,3.009,283.54,25.41,2590.75,2.81,1,0,0,58,Vietnam,Dry,12,2021,0.673,1.0,1,ems_ahpnd,simulated
34.17,29.94,6.24,4.08,3.31,412.7,58.9,743.01,14.34,0,1,1,97,China,Wet,3,2019,0.741,0.76,1,ems_ahpnd,simulated
29.2,30.11,6.6,3.75,1.265,429.84,79.3,355.82,6.36,1,1,0,67,Malaysia,Dry,7,2018,0.499,0.98,1,ems_ahpnd,simulated
32.46,27.36,6.74,7.11,2.273,121.58,92.59,3354.56,14.49,1,1,1,154,Thailand,Wet,4,2021,0.476,1.0,1,ems_ahpnd,simulated
24.99,7.78,6.64,8.13,2.949,18.64,56.86,3644.5,29.76,1,0,1,141,Philippines,Wet,8,2023,0.533,0.91,1,ems_ahpnd,simulated
21.57,21.42,7.39,7.91,2.622,76.69,138.54,315.19,18.17,1,0,1,168,Thailand,Wet,3,2019,0.379,0.98,1,ems_ahpnd,simulated
21.99,15.91,7.28,8.96,3.583,448.98,94.86,366.4,14.28,0,0,0,144,Indonesia,Wet,12,2020,0.405,0.53,1,ems_ahpnd,simulated
26.89,10.3,6.74,2.9,4.45,226.65,67.7,1555.77,20.75,0,1,0,132,India,Wet,12,2022,0.697,0.63,0,ems_ahpnd,simulated
20.78,0.64,6.5,4.29,3.756,424.37,51.63,3414.28,0.06,0,0,0,107,Thailand,Wet,6,2018,0.69,0.46,0,ems_ahpnd,simulated
31.85,0.64,8.43,6.94,0.971,388.65,53.66,4721.66,28.08,0,1,1,82,Thailand,Dry,12,2021,0.365,0.5,1,ems_ahpnd,simulated
22.27,24.89,7.11,7.55,3.974,135.28,180.86,3172.05,29.23,0,1,1,174,China,Wet,3,2019,0.48,0.63,0,ems_ahpnd,simulated
29.63,4.66,8.5,6.2,3.11,71.63,109.17,4424.48,21.02,1,0,0,39,India,Dry,5,2018,0.627,1.0,1,ems_ahpnd,simulated
32.46,19.66,8.73,9.26,3.842,271.42,171.8,2936.12,27.4,1,1,1,40,India,Wet,10,2023,0.563,1.0,1,ems_ahpnd,simulated
31.25,29.64,8.46,4.18,1.37,32.13,113.68,501.1,3.17,1,0,1,74,Indonesia,Wet,4,2021,0.506,1.0,1,ems_ahpnd,simulated
21.54,17.64,6.14,5.95,1.687,150.71,172.31,180.85,4.84,1,0,1,125,Vietnam,Dry,6,2023,0.549,1.0,1,ems_ahpnd,simulated
22.52,27.25,8.19,9.46,3.334,120.69,174.4,3535.21,6.65,0,1,1,89,Philippines,Dry,8,2021,0.466,0.61,1,ems_ahpnd,simulated
25.48,20.4,6.4,5.53,0.548,285.92,143.08,2096.22,10.58,1,1,1,142,Indonesia,Dry,7,2022,0.393,0.7,0,ems_ahpnd,simulated
23.48,24.17,7.6,5.49,3.129,251.98,27.83,3505.67,22.7,1,0,0,174,Thailand,Wet,4,2021,0.5,0.63,1,ems_ahpnd,simulated
20.29,8.45,8.48,2.02,4.598,271.86,22.23,3932.27,0.7,1,1,0,59,China,Dry,7,2023,0.763,0.78,1,ems_ahpnd,simulated
29.59,2.47,7.62,7.43,0.238,455.78,45.33,377.1,15.46,0,0,0,71,India,Wet,5,2023,0.132,0.57,0,ems_ahpnd,simulated
23.98,24.28,8.18,4.27,1.416,241.11,40.46,2641.6,14.83,0,1,1,142,China,Wet,8,2018,0.462,0.41,1,ems_ahpnd,simulated
26.12,13.72,7.16,6.55,2.889,130.42,174.79,3437.07,11.28,0,1,1,166,China,Dry,8,2019,0.493,0.68,1,ems_ahpnd,simulated
32.33,4.58,8.93,6.84,4.489,476.04,183.28,2768.57,15.53,1,0,0,75,Philippines,Dry,2,2019,0.677,1.0,1,ems_ahpnd,simulated
33.47,7.6,8.39,9.71,3.939,55.83,92.52,467.32,5.19,1,0,0,113,China,Dry,4,2022,0.491,1.0,1,ems_ahpnd,simulated
26.29,27.89,8.32,8.92,1.453,243.64,44.82,2751.44,26.5,1,0,0,72,Indonesia,Dry,1,2018,0.334,0.61,1,ems_ahpnd,simulated
22.79,19.69,6.21,3.25,3.81,58.85,65.41,4579.9,11.92,1,1,1,161,Vietnam,Dry,2,2019,0.773,0.83,1,ems_ahpnd,simulated
