water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source
23.55,18.72,8.77,8.39,4.613,395.17,164.59,298.15,0.52,1,0,1,50,China,Wet,8,2018,0.599,1.0,1,wssv,simulated
32.53,5.71,6.63,7.82,4.493,433.8,14.34,831.16,17.32,1,0,0,107,Vietnam,Wet,11,2020,0.551,1.0,1,wssv,simulated
27.67,1.98,8.47,9.29,2.883,496.09,25.7,3465.19,15.0,0,0,1,42,Malaysia,Dry,3,2023,0.506,0.68,1,wssv,simulated
22.36,30.34,8.77,9.68,2.051,376.33,36.53,664.31,23.14,0,0,0,127,India,Dry,3,2019,0.45,0.33,1,wssv,simulated
29.26,1.12,6.41,4.74,3.713,264.58,93.15,1318.5,27.76,0,0,1,176,Vietnam,Wet,6,2021,0.69,1.0,1,wssv,simulated
20.2,6.26,7.95,7.32,1.507,260.5,38.43,3946.5,5.28,0,1,0,172,Malaysia,Wet,9,2023,0.332,0.32,1,wssv,simulated
25.06,0.31,7.99,9.86,0.751,143.36,34.47,4215.96,17.74,1,1,1,46,China,Dry,12,2019,0.17,0.8,1,wssv,simulated
28.94,4.49,8.08,5.97,0.085,48.58,194.09,681.39,8.26,1,1,1,168,Indonesia,Wet,3,2020,0.24,1.0,1,wssv,simulated
20.41,32.95,8.66,8.23,0.128,495.05,186.74,2170.05,10.85,0,1,0,172,India,Wet,3,2018,0.267,0.51,0,wssv,simulated
20.92,25.16,8.89,5.45,4.31,11.19,53.36,719.77,8.44,0,1,1,96,China,Dry,11,2023,0.717,0.28,0,wssv,simulated
23.33,24.86,6.86,4.0,0.623,308.07,182.52,2087.15,14.89,1,1,1,108,Philippines,Dry,8,2020,0.376,1.0,1,wssv,simulated
31.68,12.18,6.86,8.75,4.729,125.64,169.9,770.61,24.3,1,1,0,58,Thailand,Dry,9,2018,0.482,1.0,1,wssv,simulated
23.11,28.21,8.21,5.3,1.149,224.66,62.47,4721.73,14.67,1,0,0,162,Thailand,Wet,2,2021,0.403,0.88,1,wssv,simulated
20.46,25.19,8.92,7.63,2.317,97.74,18.07,2319.52,7.4,1,0,1,50,Thailand,Wet,9,2020,0.573,0.93,0,wssv,simulated
27.38,6.98,7.2,2.91,0.983,8.71,92.67,1809.77,25.78,1,1,1,139,Philippines,Wet,1,2021,0.396,1.0,1,wssv,simulated
28.42,11.68,9.0,8.43,3.885,303.48,39.75,4068.34,28.16,1,1,1,141,China,Dry,6,2018,0.636,1.0,1,wssv,simulated
27.87,29.07,8.1,5.8,0.16,489.91,86.57,2185.26,9.32,1,0,0,59,Thailand,Wet,8,2022,0.258,1.0,1,wssv,simulated
21.86,8.83,6.06,7.24,2.928,271.94,188.88,432.93,21.45,1,0,1,93,Malaysia,Dry,3,2020,0.657,1.0,1,wssv,simulated
29.16,17.56,8.42,4.38,4.151,410.86,186.56,2035.5,18.18,1,0,0,80,India,Wet,2,2023,0.674,1.0,1,wssv,simulated
25.73,19.48,6.88,5.29,1.91,49.79,51.09,1504.61,1.47,1,1,0,89,China,Dry,7,2020,0.473,1.0,1,wssv,simulated
31.05,33.85,8.01,6.76,2.914,455.98,199.18,2285.73,0.44,1,0,1,65,Thailand,Dry,1,2021,0.517,1.0,1,wssv,simulated
32.3,18.92,6.51,2.71,0.275,79.18,136.42,234.4,24.1,1,0,0,90,Indonesia,Wet,2,2019,0.439,1.0,1,wssv,simulated
26.67,0.78,8.51,6.03,2.938,144.88,135.68,249.63,24.61,0,1,1,107,Philippines,Dry,2,2019,0.627,0.83,1,wssv,simulated
33.2,12.46,7.54,9.42,2.855,220.18,106.3,2244.57,0.35,0,0,0,96,Philippines,Dry,8,2021,0.343,0.87,1,wssv,simulated
30.0,29.01,6.54,3.51,2.817,149.78,86.61,3846.59,20.04,0,1,1,72,Philippines,Wet,9,2022,0.689,1.0,1,wssv,simulated
30.89,13.72,8.83,7.36,4.24,332.29,19.5,311.36,10.64,0,1,0,178,India,Dry,7,2020,0.643,0.73,1,wssv,simulated
33.49,22.48,6.53,4.27,4.469,345.47,116.06,1733.2,11.32,0,1,1,76,Indonesia,Dry,7,2022,0.686,0.88,1,wssv,simulated
24.25,21.34,7.15,3.99,1.324,305.9,14.87,2319.99,9.37,0,1,0,69,Philippines,Wet,7,2018,0.406,0.61,1,wssv,simulated
34.72,12.44,8.28,8.6,2.033,271.31,33.76,2562.41,17.22,0,1,1,166,Malaysia,Dry,1,2022,0.403,0.63,0,wssv,simulated
22.06,9.05,7.44,9.92,3.764,222.59,119.39,2182.08,18.7,0,0,1,48,Vietnam,Dry,12,2022,0.346,0.57,1,wssv,simulated
29.92,34.55,7.92,3.31,4.104,102.29,87.4,1239.98,14.25,1,0,1,77,Vietnam,Dry,6,2020,0.626,1.0,1,wssv,simulated
21.42,11.64,8.49,2.18,0.828,453.21,62.9,1580.23,4.34,0,0,1,111,Malaysia,Dry,12,2019,0.518,0.55,1,wssv,simulated
20.42,19.85,7.21,2.51,3.778,242.12,183.2,3762.86,23.17,0,1,0,169,Philippines,Dry,8,2021,0.631,0.71,0,wssv,simulated
22.18,9.5,7.33,5.31,4.239,52.29,53.03,1699.6,5.54,1,1,1,169,India,Dry,10,2023,0.518,0.62,1,wssv,simulated
29.28,15.41,8.79,5.05,1.562,446.26,27.16,1767.4,7.84,1,0,0,61,Philippines,Dry,10,2023,0.554,1.0,1,wssv,simulated
20.88,24.06,7.43,4.89,3.485,190.74,142.01,1821.18,2.11,0,1,0,88,China,Wet,7,2019,0.515,0.77,1,wssv,simulated
26.16,24.83,6.38,6.12,1.3,186.19,20.6,2478.99,1.47,1,0,1,165,Philippines,Wet,1,2019,0.46,1.0,1,wssv,simulated
25.65,13.13,8.6,8.28,3.703,278.38,92.63,2537.77,1.5,1,1,0,33,China,Wet,7,2020,0.574,1.0,1,wssv,simulated
27.35,15.51,7.61,2.23,2.253,476.5,155.92,4827.31,5.77,0,1,0,92,China,Wet,7,2020,0.528,1.0,1,wssv,simulated
31.75,29.9,6.55,5.35,3.503,27.1,85.33,1736.61,18.25,0,0,0,138,Vietnam,Dry,3,2018,0.647,0.88,1,wssv,simulated
22.72,26.67,7.36,9.71,2.392,328.32,69.02,758.25,9.48,0,1,0,56,Thailand,Dry,12,2020,0.299,0.17,0,wssv,simulated
21.38,31.88,8.56,8.52,1.256,398.44,131.49,4967.53,0.18,0,0,1,180,Philippines,Wet,12,2021,0.366,0.78,1,wssv,simulated
28.38,6.86,6.24,6.62,4.412,179.18,186.84,4496.6,27.93,1,1,0,134,China,Wet,11,2019,0.656,1.0,1,wssv,simulated
21.14,25.57,8.76,2.43,2.644,114.4,154.35,2445.74,6.84,1,1,0,148,Philippines,Wet,3,2023,0.756,1.0,1,wssv,simulated
23.97,17.99,6.93,2.99,2.787,375.59,105.66,4405.38,10.86,1,0,0,139,Indonesia,Wet,6,2023,0.638,1.0,1,wssv,simulated
27.01,25.89,8.61,8.76,0.384,69.97,46.77,4679.81,29.54,1,1,0,145,India,Wet,4,2019,0.269,0.96,1,wssv,simulated
29.68,23.75,6.5,3.36,0.958,416.3,112.39,3456.91,24.59,1,1,0,168,Thailand,Dry,7,2022,0.494,1.0,1,wssv,simulated
32.4,8.92,8.14,3.55,1.933,497.16,195.98,1692.5,16.36,0,1,0,114,China,Dry,1,2020,0.536,0.72,1,wssv,simulated
33.81,24.5,7.9,2.83,0.346,436.29,93.7,2575.27,15.43,0,1,1,74,Indonesia,Wet,11,2020,0.344,0.94,0,wssv,simulated
23.92,14.96,8.48,3.68,2.675,180.82,22.53,3053.56,6.52,0,0,1,91,Malaysia,Dry,9,2019,0.671,0.67,1,wssv,simulated
27.54,23.14,8.62,7.88,4.02,283.95,90.86,2973.0,15.43,0,0,1,110,India,Dry,2,2021,0.591,1.0,1,wssv,simulated
26.74,4.81,7.13,2.29,0.448,364.45,123.66,3763.73,11.44,1,0,1,63,Vietnam,Dry,8,2022,0.368,1.0,1,wssv,simulated
23.53,19.88,6.31,9.81,4.927,329.77,104.99,2020.3,24.51,0,0,0,177,Philippines,Dry,3,2019,0.538,0.78,1,wssv,simulated
32.24,0.52,6.69,9.11,0.081,345.83,83.33,2226.46,3.44,0,1,1,61,Thailand,Dry,4,2020,0.174,0.56,1,wssv,simulated
31.95,10.11,8.75,3.88,2.765,464.28,133.48,3241.65,2.55,0,1,1,137,China,Dry,6,2019,0.72,1.0,1,wssv,simulated
33.0,20.6,8.5,8.32,0.174,99.28,156.89,182.82,25.06,1,0,0,124,China,Wet,12,2020,0.242,1.0,1,wssv,simulated
26.56,2.61,6.06,7.51,2.18,486.22,137.0,2168.2,2.76,0,1,1,106,China,Dry,2,2023,0.565,0.83,1,wssv,simulated
33.38,32.99,8.96,2.01,2.235,161.97,85.78,4107.93,27.49,1,1,0,163,Philippines,Dry,9,2020,0.758,1.0,1,wssv,simulated
26.45,19.19,6.88,3.13,2.671,283.73,128.15,880.6,18.21,0,0,1,172,Philippines,Dry,9,2021,0.629,1.0,1,wssv,simulated
29.91,16.99,7.84,4.91,1.855,295.68,44.32,2322.32,2.33,1,1,0,90,Vietnam,Dry,3,2018,0.432,1.0,1,wssv,simulated
30.52,34.59,7.36,9.71,2.61,279.53,175.81,1962.69,9.08,0,0,1,65,Thailand,Wet,6,2020,0.323,1.0,1,wssv,simulated
34.57,4.12,7.46,4.33,0.451,373.98,102.77,1986.97,5.55,0,0,0,101,Thailand,Wet,7,2019,0.246,0.7,1,wssv,simulated
22.44,21.11,7.43,6.1,0.372,26.7,144.36,4978.95,26.52,1,1,0,56,China,Wet,5,2023,0.183,1.0,1,wssv,simulated
32.5,1.59,7.31,6.05,0.014,288.99,34.0,4361.25,14.91,0,0,0,46,Malaysia,Wet,12,2019,0.165,0.45,0,wssv,simulated
26.15,33.27,7.38,3.69,0.68,423.81,99.3,970.36,4.89,1,1,0,44,Thailand,Wet,11,2022,0.306,1.0,1,wssv,simulated
32.25,6.4,8.07,7.74,1.202,68.12,89.74,2008.48,28.02,1,0,1,46,Thailand,Wet,11,2022,0.304,1.0,1,wssv,simulated
34.23,3.2,7.72,9.8,3.052,421.92,178.32,635.12,24.49,0,1,0,139,Thailand,Dry,6,2023,0.377,0.57,1,wssv,simulated
32.25,27.79,6.16,6.56,0.998,16.41,23.47,2207.92,9.42,0,0,1,95,Malaysia,Dry,10,2022,0.449,0.41,0,wssv,simulated
28.43,11.45,6.88,8.49,0.704,283.74,98.98,3006.18,17.19,1,1,0,95,Indonesia,Wet,7,2018,0.232,1.0,1,wssv,simulated
21.32,21.85,8.16,9.41,4.887,101.09,69.06,2738.26,6.4,0,0,1,115,Thailand,Dry,9,2020,0.463,0.58,0,wssv,simulated
26.05,23.96,6.21,9.14,1.067,440.82,160.23,1863.72,7.68,0,1,0,137,Philippines,Dry,5,2021,0.362,0.98,1,wssv,simulated
26.53,26.09,7.34,6.71,1.095,358.87,57.76,1567.92,16.26,0,1,0,111,China,Dry,11,2021,0.258,0.47,0,wssv,simulated
24.47,32.03,7.62,4.65,0.265,408.15,186.13,3552.97,11.8,1,1,1,50,Indonesia,Wet,4,2019,0.228,0.9,1,wssv,simulated
30.94,0.34,6.1,9.5,4.512,162.28,18.08,3181.83,9.28,0,0,0,55,Thailand,Dry,9,2021,0.583,0.63,0,wssv,simulated
21.42,34.52,6.06,4.63,1.475,471.21,139.58,364.52,21.08,0,0,1,124,Vietnam,Wet,12,2020,0.583,0.78,0,wssv,simulated
30.24,34.94,8.68,7.33,0.911,450.56,159.14,4510.48,10.72,0,0,0,136,China,Dry,6,2018,0.387,0.76,1,wssv,simulated
23.22,25.18,6.55,9.03,4.833,327.34,140.41,1372.19,19.01,1,0,1,102,Thailand,Wet,8,2018,0.524,1.0,1,wssv,simulated
32.67,16.23,7.65,9.45,3.541,294.94,79.57,237.45,6.92,0,0,0,130,Indonesia,Dry,12,2020,0.377,0.62,1,wssv,simulated
30.35,20.26,6.01,4.79,4.688,439.14,91.4,2581.76,20.96,1,0,0,168,Indonesia,Dry,11,2019,0.755,1.0,1,wssv,simulated
29.23,31.22,8.88,4.87,3.8,121.82,81.02,2878.7,4.4,1,1,0,38,Thailand,Wet,10,2021,0.734,1.0,1,wssv,simulated
20.2,0.67,7.71,9.54,4.544,273.75,24.0,1995.6,13.18,1,0,0,152,Philippines,Wet,11,2023,0.384,0.82,1,wssv,simulated
33.35,7.62,6.58,8.79,1.534,349.44,197.44,4323.25,0.62,1,1,1,126,China,Dry,6,2020,0.364,1.0,1,wssv,simulated
22.41,12.18,6.03,5.95,4.927,156.55,34.7,2016.7,8.58,1,1,0,179,Thailand,Dry,10,2023,0.713,0.83,1,wssv,simulated
22.24,27.62,6.92,8.85,0.349,368.61,16.07,295.19,26.85,1,0,1,92,Thailand,Wet,5,2022,0.174,0.81,1,wssv,simulated
22.27,31.6,6.27,5.14,1.1,68.04,186.23,1479.79,20.35,1,1,1,112,China,Dry,3,2018,0.489,0.93,1,wssv,simulated
28.9,14.82,6.5,2.37,4.766,120.13,137.5,4423.3,23.92,0,1,1,120,Philippines,Dry,5,2018,0.754,1.0,1,wssv,simulated
26.95,0.86,7.79,2.01,2.225,45.42,75.41,894.3,21.41,0,0,0,140,Malaysia,Dry,11,2018,0.562,0.66,0,wssv,simulated
30.88,5.98,7.06,9.28,3.928,261.13,182.87,3641.67,20.59,0,1,0,58,Philippines,Wet,9,2019,0.431,0.87,1,wssv,simulated
28.25,2.85,7.77,4.5,3.748,345.13,99.38,3549.49,2.83,0,0,1,90,India,Dry,9,2018,0.562,0.87,0,wssv,simulated
29.13,5.41,8.73,5.84,0.862,254.53,73.02,4422.13,25.99,0,0,0,152,Vietnam,Dry,3,2018,0.439,0.51,0,wssv,simulated
29.23,18.78,7.88,8.71,1.143,331.24,39.54,1334.61,8.32,1,1,0,63,Malaysia,Dry,7,2018,0.233,1.0,1,wssv,simulated
34.35,20.2,8.13,7.61,3.366,367.86,149.61,725.15,19.02,0,1,0,86,China,Dry,12,2019,0.518,0.83,1,wssv,simulated
25.39,32.56,8.09,2.83,1.865,96.98,180.72,3820.59,15.1,1,1,0,134,Indonesia,Wet,1,2019,0.545,1.0,1,wssv,simulated
32.37,12.06,8.38,3.85,4.141,228.46,77.61,4525.16,2.88,0,0,0,35,Malaysia,Dry,2,2022,0.685,0.77,1,wssv,simulated
33.25,24.0,8.23,5.76,1.891,304.06,173.51,879.69,22.47,0,0,0,97,Vietnam,Wet,10,2018,0.473,1.0,1,wssv,simulated
22.43,19.86,8.4,3.62,0.593,243.42,105.21,1897.77,16.72,1,1,1,147,China,Dry,4,2021,0.429,1.0,1,wssv,simulated
33.95,2.94,7.54,5.15,1.808,151.6,64.52,3839.03,7.64,0,1,1,130,Vietnam,Wet,4,2022,0.369,0.52,0,wssv,simulated
28.51,12.03,6.91,6.84,0.836,94.89,170.84,1988.17,13.02,0,0,1,67,Indonesia,Dry,11,2021,0.297,1.0,1,wssv,simulated
32.43,12.02,7.96,7.56,1.333,75.65,139.04,4265.74,19.09,0,1,0,134,Vietnam,Dry,5,2023,0.306,0.77,0,wssv,simulated
30.67,23.03,7.71,5.04,1.103,279.85,162.95,4448.07,21.6,1,1,0,123,Malaysia,Dry,9,2020,0.323,1.0,1,wssv,simulated
23.68,33.22,8.85,2.28,3.448,38.77,144.22,1892.64,20.05,1,1,0,125,Malaysia,Wet,8,2020,0.816,1.0,1,wssv,simulated
25.86,24.14,8.03,6.0,3.98,200.69,145.3,3630.7,29.71,1,0,1,91,India,Wet,8,2022,0.555,1.0,1,wssv,simulated
24.06,13.53,8.18,8.22,1.912,403.45,91.87,4539.13,3.79,0,1,1,124,Thailand,Dry,6,2022,0.385,0.73,0,wssv,simulated
34.05,32.1,6.92,2.7,1.708,380.21,123.23,1683.17,28.2,1,1,1,144,Vietnam,Dry,1,2019,0.53,1.0,1,wssv,simulated
34.71,4.78,7.1,7.74,4.936,132.85,83.11,4672.31,8.58,1,0,0,70,India,Dry,6,2020,0.475,1.0,1,wssv,simulated
23.2,28.34,7.36,5.3,3.289,228.95,29.81,4546.56,27.11,0,0,1,165,China,Wet,3,2019,0.513,0.47,0,wssv,simulated
21.19,25.55,7.34,9.33,2.785,159.17,49.73,4096.66,19.74,0,1,1,96,Indonesia,Wet,2,2018,0.358,0.37,0,wssv,simulated
29.64,5.73,7.94,8.53,0.127,264.52,161.36,4389.03,24.61,0,1,1,145,Vietnam,Wet,11,2021,0.136,0.8,1,wssv,simulated
22.82,16.38,6.33,9.29,3.229,23.32,155.01,3531.3,24.46,1,0,0,124,Indonesia,Dry,1,2018,0.552,1.0,1,wssv,simulated
27.26,23.88,8.19,2.53,0.932,231.56,170.87,1054.85,12.76,1,0,0,85,China,Wet,11,2022,0.468,1.0,1,wssv,simulated
27.42,5.76,6.11,2.97,1.89,172.93,144.75,2638.68,11.72,0,0,1,93,Indonesia,Dry,6,2023,0.676,1.0,1,wssv,simulated
25.28,31.26,7.98,3.71,1.173,84.49,131.59,3877.2,13.28,0,0,0,103,Indonesia,Wet,12,2023,0.42,1.0,1,wssv,simulated
31.73,7.77,7.06,3.03,2.116,43.55,76.5,270.32,11.91,0,1,0,160,Vietnam,Wet,8,2022,0.541,0.71,0,wssv,simulated
21.81,17.7,6.48,8.83,1.906,49.34,103.36,864.26,2.99,0,0,0,156,Malaysia,Wet,5,2023,0.421,0.93,1,wssv,simulated
23.87,14.09,6.6,5.54,1.313,72.57,196.14,4824.44,29.46,0,0,0,160,Thailand,Dry,5,2022,0.445,0.78,1,wssv,simulated
22.31,19.61,8.01,7.92,0.771,407.84,198.25,3193.54,5.52,1,1,0,126,Vietnam,Wet,6,2019,0.24,1.0,1,wssv,simulated
33.5,8.48,8.69,8.32,2.394,399.37,22.67,3274.0,15.95,1,1,1,100,Thailand,Dry,8,2018,0.52,0.83,1,wssv,simulated
23.44,19.56,6.91,2.98,2.808,74.25,178.81,451.51,23.24,0,1,0,160,China,Wet,7,2023,0.644,0.92,1,wssv,simulated
32.42,16.57,7.1,2.51,3.652,395.38,18.56,1660.26,17.06,0,0,1,52,India,Wet,2,2018,0.65,0.91,1,wssv,simulated
33.77,11.98,7.28,2.14,4.667,45.66,146.97,3002.88,6.35,1,1,1,121,China,Dry,8,2018,0.632,1.0,1,wssv,simulated
32.17,0.64,6.51,9.81,3.333,35.56,174.71,2531.04,4.08,0,0,1,48,Vietnam,Dry,7,2023,0.505,0.78,0,wssv,simulated
29.3,16.2,7.7,5.63,0.182,477.45,100.17,463.55,12.79,1,0,0,77,Vietnam,Wet,7,2023,0.199,1.0,1,wssv,simulated
20.42,33.57,8.09,9.71,2.674,237.58,113.49,1826.84,25.22,0,1,0,59,Philippines,Dry,7,2023,0.405,0.48,1,wssv,simulated
22.83,33.38,8.02,8.29,3.185,90.84,33.69,323.84,3.63,0,1,0,119,India,Wet,5,2020,0.477,0.38,0,wssv,simulated
26.84,32.26,7.44,7.69,0.006,210.43,116.64,2038.65,9.28,1,1,1,106,Philippines,Wet,8,2022,0.088,1.0,1,wssv,simulated
33.27,3.12,8.45,5.09,1.738,345.31,16.42,4303.71,0.99,1,0,1,110,Malaysia,Dry,4,2021,0.515,0.93,1,wssv,simulated
31.09,34.13,7.7,6.93,4.814,220.69,30.88,3211.45,19.5,0,1,0,112,Vietnam,Dry,6,2023,0.469,0.47,0,wssv,simulated
30.79,6.27,7.05,3.29,0.806,206.76,49.21,1568.58,29.62,1,1,1,130,Indonesia,Wet,11,2021,0.388,1.0,1,wssv,simulated
24.48,11.56,6.79,9.21,4.617,372.66,68.4,1361.25,2.19,1,0,1,175,Philippines,Dry,4,2022,0.478,0.98,1,wssv,simulated
34.17,9.05,7.73,4.28,2.875,134.82,87.88,184.16,22.77,0,0,0,42,Philippines,Wet,7,2022,0.548,0.82,1,wssv,simulated
30.84,25.32,6.66,6.6,4.088,321.27,177.64,2954.92,28.01,0,0,0,56,Thailand,Wet,1,2019,0.587,1.0,1,wssv,simulated
21.73,16.76,6.13,4.61,4.496,259.29,46.62,3188.46,23.53,1,1,1,179,Vietnam,Dry,4,2018,0.741,0.88,1,wssv,simulated
24.53,19.83,8.54,5.05,0.32,361.77,52.45,367.58,0.82,1,0,0,59,Vietnam,Wet,7,2020,0.374,0.96,1,wssv,simulated
27.93,20.82,6.57,6.66,3.14,419.79,193.13,2821.35,12.91,0,0,0,96,Malaysia,Wet,5,2022,0.6,1.0,1,wssv,simulated
30.44,13.88,6.66,2.58,4.673,275.37,19.13,1103.05,26.71,0,1,0,64,Thailand,Dry,5,2019,0.721,0.82,1,wssv,simulated
22.75,14.23,7.97,2.15,1.16,225.38,120.09,2571.73,20.79,1,0,0,171,China,Wet,12,2023,0.469,1.0,1,wssv,simulated
28.54,9.82,8.26,9.67,0.765,402.36,27.04,3347.05,14.62,1,0,1,97,Vietnam,Dry,4,2020,0.223,0.96,1,wssv,simulated
20.88,7.99,8.38,8.68,4.736,81.68,164.86,3086.56,8.41,1,1,0,144,China,Wet,3,2023,0.524,1.0,1,wssv,simulated
22.0,34.79,7.87,3.87,0.681,67.22,86.24,4958.38,6.47,0,0,0,86,Vietnam,Wet,8,2021,0.342,0.64,1,wssv,simulated
31.01,4.3,8.7,8.27,1.826,407.89,93.13,2191.65,23.28,1,1,0,44,Vietnam,Wet,6,2023,0.461,1.0,1,wssv,simulated
21.17,31.62,8.73,7.88,2.781,129.16,102.65,1251.44,6.5,0,0,0,168,Indonesia,Wet,10,2018,0.585,0.73,0,wssv,simulated
31.96,32.1,6.05,5.63,0.815,81.7,161.44,1534.1,26.43,0,1,1,96,Malaysia,Wet,2,2023,0.478,0.86,1,wssv,simulated
27.14,22.26,7.49,8.6,2.07,311.15,168.16,4685.0,5.49,1,0,1,122,Malaysia,Dry,8,2022,0.278,1.0,1,wssv,simulated
30.16,22.01,7.02,8.98,0.32,77.78,123.77,4033.06,17.55,1,1,1,166,Indonesia,Wet,12,2022,0.15,1.0,1,wssv,simulated
34.21,16.99,7.88,5.61,3.847,38.15,45.4,736.95,2.58,0,0,1,161,Thailand,Dry,6,2023,0.543,0.67,0,wssv,simulated
28.29,28.26,8.23,2.4,4.582,488.0,24.05,4289.78,25.89,1,1,0,87,Philippines,Dry,2,2020,0.708,1.0,1,wssv,simulated
29.29,8.81,7.06,6.79,3.676,448.7,30.78,599.92,5.27,1,1,1,93,Vietnam,Wet,3,2019,0.514,1.0,1,wssv,simulated
32.86,5.24,6.34,3.41,3.396,342.55,59.53,4407.44,11.48,0,0,0,168,China,Dry,5,2019,0.746,0.57,1,wssv,simulated
26.64,31.67,6.06,6.02,2.593,254.29,120.22,1719.91,8.13,0,0,0,125,Philippines,Wet,11,2022,0.661,1.0,1,wssv,simulated
29.18,30.62,6.57,7.45,2.484,311.96,181.72,2046.58,19.04,0,0,1,136,Vietnam,Wet,8,2019,0.516,1.0,1,wssv,simulated
27.11,27.82,6.48,4.87,0.768,209.18,178.31,1811.52,2.51,0,0,1,176,Malaysia,Dry,10,2019,0.426,0.81,1,wssv,simulated
21.07,32.34,8.87,8.15,1.092,75.82,70.37,3811.51,21.03,1,0,1,92,India,Dry,7,2023,0.411,0.78,1,wssv,simulated
29.34,10.38,8.29,3.44,2.157,38.0,136.02,3155.16,0.81,1,0,0,82,Malaysia,Dry,11,2019,0.59,1.0,1,wssv,simulated
32.77,1.53,7.72,8.81,1.122,427.77,22.2,3247.59,5.3,0,0,0,49,Indonesia,Wet,11,2022,0.201,0.57,0,wssv,simulated
21.69,13.04,6.46,5.48,2.086,249.75,86.28,4478.78,3.12,0,1,1,172,Philippines,Dry,5,2021,0.556,0.73,0,wssv,simulated
31.25,29.3,8.02,2.34,1.941,285.01,105.47,4668.95,13.27,1,0,1,163,Indonesia,Wet,7,2023,0.558,1.0,1,wssv,simulated
33.05,26.21,8.33,2.95,2.177,64.65,66.28,983.43,18.32,1,0,0,49,Vietnam,Dry,5,2018,0.615,0.97,1,wssv,simulated
20.68,5.71,6.76,3.74,4.863,140.7,102.26,2604.29,26.4,0,0,1,144,Vietnam,Wet,10,2022,0.665,0.87,1,wssv,simulated
29.19,20.14,7.58,7.21,2.568,99.58,149.72,197.52,6.58,1,1,1,35,Malaysia,Dry,1,2023,0.392,1.0,1,wssv,simulated
25.22,6.88,6.48,4.69,2.72,94.28,28.31,1676.65,1.39,0,1,0,165,Vietnam,Dry,9,2020,0.649,0.53,0,wssv,simulated
33.87,29.49,7.85,7.28,2.823,305.73,21.33,2050.73,20.93,0,1,1,92,China,Dry,9,2019,0.463,0.37,0,wssv,simulated
23.1,30.52,7.83,5.08,3.948,479.87,50.75,2469.9,27.0,0,1,0,168,China,Wet,7,2019,0.552,0.32,0,wssv,simulated
23.72,19.33,8.9,2.87,4.866,94.94,136.13,3976.4,6.03,0,0,0,168,China,Dry,3,2020,0.804,0.87,1,wssv,simulated
29.0,29.96,7.59,4.6,4.689,368.14,143.06,2089.7,26.87,1,1,0,41,India,Wet,3,2022,0.528,1.0,1,wssv,simulated
33.48,18.84,6.3,7.23,1.332,385.16,128.02,2388.74,13.34,1,0,1,158,Malaysia,Dry,10,2020,0.44,1.0,1,wssv,simulated
32.8,22.51,7.62,4.39,3.304,89.1,138.36,4954.31,24.66,0,1,1,124,Malaysia,Wet,7,2022,0.54,0.97,1,wssv,simulated
29.17,12.39,8.49,3.11,2.241,154.02,106.37,2870.97,28.57,1,1,0,99,Malaysia,Wet,11,2023,0.644,1.0,1,wssv,simulated
26.67,10.43,6.41,8.89,0.112,134.06,100.28,3847.68,12.36,1,0,1,176,Philippines,Wet,1,2021,0.231,1.0,1,wssv,simulated
28.3,20.84,6.92,7.44,1.275,175.97,127.38,2897.8,12.17,0,0,1,58,India,Wet,5,2019,0.324,1.0,1,wssv,simulated
27.78,22.05,6.62,7.86,2.682,266.61,199.48,1535.54,17.53,0,1,1,110,Thailand,Dry,11,2023,0.516,1.0,1,wssv,simulated
25.92,0.35,8.89,2.95,4.438,15.7,85.71,4809.78,1.17,1,1,0,34,China,Dry,9,2020,0.8,1.0,1,wssv,simulated
25.38,3.65,6.66,6.45,2.698,277.77,176.24,4042.04,9.9,1,0,1,97,China,Dry,6,2022,0.558,1.0,1,wssv,simulated
32.98,0.51,8.78,5.58,1.853,6.36,10.12,325.03,10.35,1,1,0,121,Malaysia,Dry,6,2018,0.567,0.78,1,wssv,simulated
21.46,9.14,7.7,8.6,4.894,332.48,180.47,1541.53,13.46,0,1,0,60,Philippines,Wet,7,2019,0.413,0.57,0,wssv,simulated
32.05,1.09,7.89,3.63,1.862,343.97,19.05,1429.78,8.87,1,0,0,130,India,Wet,6,2023,0.484,1.0,1,wssv,simulated
28.38,32.52,8.46,4.99,1.504,19.31,36.94,3912.78,3.5,1,1,1,65,Indonesia,Wet,3,2019,0.494,1.0,1,wssv,simulated
22.71,21.31,7.0,3.72,3.176,329.95,93.52,244.06,14.97,1,1,1,168,Indonesia,Wet,10,2020,0.626,1.0,1,wssv,simulated
26.56,5.98,8.54,8.54,2.672,156.27,102.93,500.99,4.12,1,1,0,56,Vietnam,Dry,12,2018,0.519,1.0,1,wssv,simulated
21.92,6.47,6.27,8.95,4.646,389.57,55.0,3916.12,4.3,1,1,0,138,China,Wet,11,2022,0.573,0.78,1,wssv,simulated
23.7,12.13,6.96,7.4,2.771,85.48,121.05,1595.84,20.44,1,0,1,55,India,Dry,6,2022,0.485,1.0,1,wssv,simulated
29.22,15.7,6.16,9.33,2.645,318.37,79.02,3036.5,7.75,1,1,1,150,Vietnam,Wet,4,2023,0.54,1.0,1,wssv,simulated
