water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,yhv_outbreak,disease_type,data_source
22.4,18.52,7.99,9.18,1.643,218.8,44.03,2587.41,23.53,0,0,0,175,Indonesia,Dry,2,2019,0.292,0.44,0,yhv,simulated
29.19,19.78,8.59,8.85,0.25,148.75,110.37,4055.0,20.56,1,0,0,80,Indonesia,Wet,6,2023,0.248,1.0,1,yhv,simulated
21.03,24.15,7.46,3.41,1.154,376.27,14.94,3537.41,21.33,0,0,1,140,Thailand,Wet,2,2022,0.355,0.795,1,yhv,simulated
29.31,28.12,7.18,4.16,3.332,235.92,125.95,3427.27,22.51,0,0,0,105,Philippines,Dry,2,2020,0.581,0.84,1,yhv,simulated
25.64,0.41,6.68,6.18,3.745,459.66,139.66,3474.59,23.02,0,0,1,90,Vietnam,Wet,7,2021,0.597,0.91,1,yhv,simulated
22.64,9.83,7.39,2.91,3.905,55.94,145.89,3506.28,12.53,1,0,0,33,China,Wet,11,2021,0.588,1.0,1,yhv,simulated
27.25,0.41,7.31,5.34,0.824,259.38,54.89,2994.09,19.81,0,0,1,122,Vietnam,Wet,3,2020,0.279,0.6,1,yhv,simulated
26.65,29.43,6.05,3.98,3.089,70.58,142.54,3424.37,8.16,0,0,1,47,Indonesia,Dry,9,2019,0.776,1.0,1,yhv,simulated
20.96,1.5,6.35,7.97,2.461,15.87,49.3,292.3,0.14,0,0,0,152,India,Wet,3,2023,0.533,0.51,1,yhv,simulated
31.22,22.24,6.97,7.22,4.799,50.01,16.14,2703.37,16.46,0,1,1,131,Thailand,Dry,6,2022,0.514,0.71,1,yhv,simulated
33.64,29.38,7.07,8.2,0.231,46.46,189.28,1996.11,5.19,0,1,1,156,India,Wet,9,2023,0.157,0.725,1,yhv,simulated
24.53,13.77,8.32,8.1,0.35,177.34,58.03,3890.33,10.58,0,0,1,107,Philippines,Wet,2,2019,0.239,0.62,0,yhv,simulated
20.21,18.04,6.07,3.61,1.255,317.93,56.62,3716.79,26.98,0,0,1,150,Malaysia,Dry,8,2019,0.591,0.665,0,yhv,simulated
31.53,20.95,8.53,8.93,0.249,200.36,68.4,898.57,20.57,0,1,1,31,Philippines,Dry,8,2019,0.235,0.57,1,yhv,simulated
26.14,27.95,8.66,2.11,3.644,255.86,161.58,1473.8,26.71,0,0,1,34,India,Wet,6,2019,0.79,1.0,1,yhv,simulated
23.78,34.45,6.24,6.48,0.001,50.65,43.0,4887.18,16.26,1,0,0,180,Philippines,Dry,3,2020,0.327,0.52,0,yhv,simulated
34.71,12.68,6.47,7.23,4.904,499.57,110.06,659.63,20.58,1,1,0,103,Vietnam,Wet,5,2018,0.597,1.0,1,yhv,simulated
31.26,10.51,6.93,5.32,0.536,478.09,173.75,3385.42,14.5,1,1,1,118,Vietnam,Wet,2,2022,0.311,1.0,1,yhv,simulated
30.95,4.44,6.16,9.73,0.495,396.58,12.23,1103.37,9.19,1,1,1,77,Malaysia,Dry,6,2019,0.287,0.72,1,yhv,simulated
34.52,15.4,8.6,6.04,2.696,15.2,140.86,966.55,12.51,0,1,1,111,Philippines,Dry,12,2019,0.615,0.935,1,yhv,simulated
22.18,6.29,7.69,2.56,3.097,286.65,151.25,870.67,8.2,1,0,0,96,Philippines,Wet,1,2021,0.613,1.0,1,yhv,simulated
33.15,30.69,7.99,9.62,1.937,200.6,49.01,4278.13,16.15,0,0,1,75,China,Dry,5,2018,0.31,0.415,1,yhv,simulated
23.79,7.12,6.43,4.4,1.488,469.71,18.1,2569.79,23.82,1,1,1,119,India,Wet,4,2019,0.53,0.81,1,yhv,simulated
31.05,14.91,6.06,5.13,1.511,419.68,14.49,4289.02,2.86,1,1,0,35,India,Dry,5,2020,0.57,1.0,1,yhv,simulated
22.65,7.87,6.03,8.17,3.64,221.53,164.31,3920.8,6.64,0,1,1,86,China,Dry,2,2021,0.639,0.61,1,yhv,simulated
20.95,7.39,7.36,4.44,2.589,409.83,191.22,1496.12,14.25,1,1,1,55,Malaysia,Dry,9,2023,0.496,0.89,1,yhv,simulated
24.73,16.99,6.26,8.5,3.245,292.71,153.87,2119.04,16.89,0,0,0,131,India,Dry,11,2021,0.59,0.86,1,yhv,simulated
32.73,9.6,7.99,3.15,2.058,385.5,22.3,591.71,6.29,0,1,1,75,Thailand,Dry,10,2021,0.539,0.545,1,yhv,simulated
34.8,1.74,6.31,7.69,1.075,123.66,164.57,4393.14,15.01,1,1,0,147,Indonesia,Dry,9,2018,0.395,1.0,1,yhv,simulated
27.73,1.67,6.66,9.18,4.826,232.97,92.03,163.69,24.02,0,0,1,172,China,Dry,4,2018,0.501,0.96,1,yhv,simulated
26.33,16.15,6.35,5.56,2.965,350.97,69.06,4680.14,23.44,1,0,0,156,Indonesia,Wet,7,2021,0.669,1.0,1,yhv,simulated
29.4,0.57,6.84,6.43,1.759,89.4,92.69,618.47,29.44,0,0,0,134,Philippines,Wet,7,2022,0.424,1.0,1,yhv,simulated
22.28,2.06,6.36,2.51,4.761,44.52,67.5,1007.08,0.99,1,0,1,56,Thailand,Dry,4,2021,0.773,0.815,1,yhv,simulated
31.49,30.51,6.01,6.84,1.132,163.31,56.66,3083.93,7.37,0,1,0,172,China,Wet,1,2020,0.479,0.66,0,yhv,simulated
23.22,29.17,7.42,2.92,0.016,234.9,31.63,4493.11,0.92,1,0,0,99,China,Dry,5,2023,0.251,0.555,1,yhv,simulated
31.93,24.26,7.82,3.05,1.468,340.86,27.83,3202.05,7.56,0,0,0,99,Malaysia,Wet,1,2020,0.448,0.995,1,yhv,simulated
28.85,4.66,6.25,4.27,0.789,145.59,89.3,1445.89,26.95,1,0,1,102,Vietnam,Dry,6,2021,0.487,0.82,1,yhv,simulated
32.71,23.13,8.69,6.71,4.041,319.65,103.16,3205.51,20.69,1,0,1,79,Philippines,Dry,10,2021,0.641,1.0,1,yhv,simulated
24.19,12.68,7.95,8.18,4.029,41.33,176.5,4700.71,17.69,1,0,1,32,Vietnam,Wet,9,2020,0.469,1.0,1,yhv,simulated
23.11,2.26,8.95,8.15,4.375,194.18,164.64,1720.81,8.66,0,0,1,91,Thailand,Dry,7,2019,0.637,0.71,1,yhv,simulated
21.42,25.9,6.91,6.88,2.934,467.34,74.02,1781.01,29.7,1,0,1,59,Philippines,Dry,8,2018,0.528,0.71,1,yhv,simulated
30.18,3.82,6.34,9.58,0.275,100.68,64.46,3695.87,7.24,0,0,0,114,China,Wet,7,2022,0.238,0.62,1,yhv,simulated
28.37,29.97,6.94,2.25,3.796,178.6,149.24,2230.59,12.88,1,0,1,147,India,Dry,11,2023,0.685,1.0,1,yhv,simulated
22.55,5.98,6.32,4.46,3.462,396.23,102.49,1525.36,7.65,1,1,0,166,Indonesia,Wet,8,2021,0.715,1.0,1,yhv,simulated
28.39,26.2,6.56,4.58,1.155,452.94,34.81,1467.92,25.9,1,0,1,133,China,Dry,12,2021,0.466,0.96,1,yhv,simulated
28.57,5.91,8.67,6.05,4.328,413.88,96.68,4402.23,6.63,1,0,1,121,Malaysia,Wet,3,2022,0.66,1.0,1,yhv,simulated
22.6,5.62,6.45,5.88,0.123,110.78,128.28,324.09,2.43,1,0,0,116,Malaysia,Dry,4,2020,0.326,0.87,1,yhv,simulated
33.91,9.26,7.91,6.61,3.183,149.58,64.46,827.61,25.14,0,0,1,168,Philippines,Wet,3,2019,0.515,0.615,1,yhv,simulated
24.75,0.97,8.46,6.31,0.25,147.88,40.97,669.53,16.1,0,1,0,78,China,Wet,4,2022,0.311,0.27,1,yhv,simulated
23.03,31.65,7.24,8.63,2.545,225.09,144.79,4709.53,21.38,0,0,1,55,Philippines,Dry,10,2021,0.372,0.64,1,yhv,simulated
26.99,17.69,8.68,7.85,2.243,59.92,137.02,108.56,15.22,1,1,1,48,China,Dry,9,2018,0.518,1.0,1,yhv,simulated
24.42,1.48,7.32,8.32,0.107,185.3,131.6,4013.24,5.39,0,1,1,53,Thailand,Dry,8,2018,0.098,0.4,0,yhv,simulated
34.48,5.49,8.68,5.63,2.765,461.53,112.89,4528.14,25.89,0,1,0,179,Philippines,Wet,5,2021,0.65,0.885,1,yhv,simulated
27.33,3.79,7.69,9.94,3.377,83.17,100.0,3830.18,5.66,0,0,1,130,Malaysia,Dry,11,2023,0.367,0.89,1,yhv,simulated
31.17,32.47,7.53,5.09,1.262,81.1,12.3,388.33,28.44,0,1,1,142,Philippines,Wet,5,2018,0.309,0.64,1,yhv,simulated
23.25,11.44,6.04,4.09,0.838,89.98,183.11,1662.58,2.57,1,1,1,123,Indonesia,Dry,4,2022,0.533,0.82,0,yhv,simulated
28.97,19.56,8.68,9.01,3.742,314.69,133.15,1066.76,8.69,0,1,0,102,Vietnam,Wet,8,2022,0.563,1.0,1,yhv,simulated
30.39,33.02,7.35,5.8,0.264,486.74,94.38,1927.11,10.99,1,0,0,165,Indonesia,Dry,9,2018,0.194,1.0,1,yhv,simulated
21.38,24.95,6.21,4.33,0.651,254.82,74.37,4883.99,0.38,1,1,0,70,Thailand,Dry,10,2018,0.476,0.62,0,yhv,simulated
28.61,19.82,6.73,3.07,4.592,153.85,48.19,154.52,1.37,0,1,0,180,Indonesia,Dry,4,2021,0.693,0.765,0,yhv,simulated
32.3,30.37,8.14,4.54,4.45,276.52,126.62,3353.86,20.8,0,0,1,81,Indonesia,Dry,8,2021,0.622,0.96,1,yhv,simulated
22.54,1.84,7.49,5.76,3.133,83.79,198.16,2626.01,26.98,1,0,1,171,India,Dry,5,2019,0.476,0.99,1,yhv,simulated
34.93,30.25,6.79,3.16,4.733,153.83,135.06,4614.32,2.13,1,1,0,162,Philippines,Dry,11,2020,0.68,1.0,1,yhv,simulated
34.88,21.95,7.97,5.63,2.158,240.73,143.19,2322.31,13.75,0,1,0,118,Thailand,Dry,2,2021,0.464,0.815,1,yhv,simulated
32.23,30.95,6.13,7.44,1.575,160.07,179.15,247.33,25.65,0,1,1,159,India,Dry,5,2023,0.489,0.86,1,yhv,simulated
25.23,28.86,8.53,2.95,4.646,437.22,105.59,4796.52,22.9,1,1,0,67,Indonesia,Dry,9,2021,0.74,1.0,1,yhv,simulated
31.17,23.37,7.15,3.5,1.927,159.12,149.21,909.32,25.21,0,0,1,94,India,Dry,10,2018,0.489,1.0,1,yhv,simulated
23.63,3.76,7.06,5.96,3.132,119.49,21.76,2437.37,12.8,0,1,1,124,China,Wet,1,2018,0.541,0.39,1,yhv,simulated
30.51,13.47,8.73,4.71,1.44,250.05,119.38,1650.04,25.06,0,0,1,172,Philippines,Wet,6,2018,0.541,1.0,1,yhv,simulated
24.21,19.55,7.28,2.45,0.055,333.25,91.74,4831.83,0.4,0,0,0,86,Malaysia,Wet,8,2020,0.294,0.955,1,yhv,simulated
21.49,1.32,6.86,6.34,2.968,211.06,168.23,3206.18,21.47,1,1,0,112,India,Wet,7,2020,0.558,1.0,1,yhv,simulated
27.7,19.35,8.36,8.13,4.744,3.01,142.67,4869.65,12.25,1,1,0,168,China,Dry,2,2023,0.539,1.0,1,yhv,simulated
25.88,19.48,7.63,4.78,4.629,494.84,42.75,3111.96,13.22,1,1,1,60,Malaysia,Dry,7,2023,0.529,0.74,0,yhv,simulated
22.69,6.54,7.73,2.63,3.015,375.73,38.98,622.15,2.6,1,0,0,165,Thailand,Dry,5,2020,0.617,0.695,1,yhv,simulated
34.43,17.72,7.6,8.94,3.18,216.88,51.11,4974.28,2.18,0,1,0,134,Indonesia,Wet,12,2022,0.385,0.665,1,yhv,simulated
21.27,10.1,6.8,2.16,1.596,340.14,119.99,2468.51,8.12,1,0,0,66,Thailand,Dry,3,2018,0.555,1.0,1,yhv,simulated
20.01,5.82,6.87,3.49,2.153,20.11,90.91,4433.55,7.56,0,1,1,123,Indonesia,Dry,8,2019,0.561,0.715,0,yhv,simulated
23.98,7.48,6.48,6.87,1.617,284.28,133.77,2286.24,25.3,1,1,0,64,China,Wet,9,2018,0.454,1.0,1,yhv,simulated
28.65,7.11,8.74,9.34,1.443,491.65,73.33,4731.89,3.26,0,0,1,32,Philippines,Dry,5,2021,0.389,0.61,0,yhv,simulated
25.64,33.77,7.45,2.44,0.694,478.85,98.57,955.17,25.72,1,0,0,142,Malaysia,Dry,9,2018,0.337,0.905,1,yhv,simulated
32.11,33.11,7.68,6.92,1.539,225.13,145.9,220.68,12.31,1,1,1,82,India,Wet,1,2023,0.304,1.0,1,yhv,simulated
24.99,20.14,6.75,6.95,3.617,109.72,174.6,1076.27,7.56,1,0,1,134,Philippines,Dry,3,2023,0.56,1.0,1,yhv,simulated
25.72,11.85,8.1,5.1,2.405,392.8,99.56,4243.23,18.14,0,0,1,85,Vietnam,Wet,2,2022,0.531,0.91,1,yhv,simulated
28.49,10.58,6.06,2.41,0.098,5.11,157.89,450.59,14.13,0,0,0,148,Philippines,Wet,9,2018,0.504,1.0,1,yhv,simulated
27.43,21.37,7.37,3.38,0.703,302.31,182.48,908.9,7.02,0,0,0,99,Malaysia,Dry,8,2023,0.32,1.0,1,yhv,simulated
25.44,16.93,6.19,9.71,0.702,1.06,97.89,4127.7,13.15,1,1,1,130,Malaysia,Dry,10,2019,0.306,1.0,1,yhv,simulated
32.67,1.36,7.22,6.37,4.394,256.23,19.12,1353.96,2.4,0,1,0,97,Indonesia,Dry,1,2022,0.501,0.39,1,yhv,simulated
27.29,8.88,6.45,8.24,4.127,14.75,83.27,1482.67,17.03,1,0,0,111,Indonesia,Dry,1,2022,0.567,0.91,0,yhv,simulated
32.98,22.86,7.7,9.15,2.139,211.46,186.74,2684.23,14.63,0,0,1,107,Thailand,Wet,9,2023,0.299,1.0,1,yhv,simulated
33.11,0.73,7.18,6.1,0.216,78.53,43.08,913.88,1.37,1,0,1,147,Philippines,Wet,1,2018,0.207,0.825,1,yhv,simulated
29.23,27.83,7.6,4.5,3.401,375.1,97.03,1013.25,11.87,0,1,0,102,Vietnam,Wet,7,2018,0.533,0.94,0,yhv,simulated
23.59,34.76,6.85,8.86,0.348,47.14,152.06,2698.13,19.18,0,1,0,36,Philippines,Wet,3,2023,0.185,0.62,1,yhv,simulated
29.23,29.83,6.19,5.61,2.964,109.63,81.93,4880.91,14.7,1,1,0,177,Indonesia,Dry,8,2022,0.694,0.81,1,yhv,simulated
28.11,4.99,7.75,4.42,3.421,96.81,112.96,2989.83,18.47,0,1,1,35,China,Dry,3,2023,0.561,0.79,1,yhv,simulated
22.42,26.33,6.9,4.6,0.869,218.19,199.76,1422.28,14.12,1,1,1,147,Thailand,Wet,10,2019,0.377,1.0,1,yhv,simulated
32.55,17.66,8.03,2.86,2.89,440.52,54.85,2419.29,23.96,0,1,1,175,Vietnam,Dry,4,2023,0.647,0.815,1,yhv,simulated
33.22,1.33,8.22,4.94,1.442,171.63,34.32,3738.58,0.5,1,0,0,161,Thailand,Dry,4,2018,0.449,0.785,0,yhv,simulated
23.23,18.24,7.59,8.62,4.607,88.14,48.0,2258.79,22.56,0,0,1,91,Thailand,Dry,3,2023,0.394,0.49,1,yhv,simulated
21.97,33.48,7.18,3.5,1.575,426.48,19.83,635.17,0.54,1,0,1,49,India,Wet,12,2021,0.445,0.945,1,yhv,simulated
21.29,3.69,6.54,7.46,2.766,313.41,103.85,4683.07,3.77,1,1,1,117,Malaysia,Dry,9,2023,0.552,0.96,1,yhv,simulated
32.17,22.97,6.97,7.05,2.577,328.15,106.98,230.42,8.94,0,0,0,174,India,Dry,2,2019,0.473,1.0,1,yhv,simulated
28.63,2.34,6.03,3.78,3.365,142.5,109.48,344.11,26.21,1,0,1,167,Vietnam,Dry,6,2019,0.786,1.0,1,yhv,simulated
25.55,13.33,8.07,9.43,4.885,154.34,93.36,4396.65,15.25,1,1,1,165,Vietnam,Dry,4,2023,0.447,1.0,1,yhv,simulated
23.44,4.94,6.52,4.21,2.809,42.71,126.81,3999.65,1.84,0,1,1,37,China,Wet,7,2022,0.668,0.81,1,yhv,simulated
26.3,10.85,7.04,8.33,3.5,331.39,69.81,4690.13,9.08,1,0,1,129,Indonesia,Dry,5,2020,0.466,0.89,1,yhv,simulated
34.25,28.38,8.88,8.44,3.01,40.66,157.01,1693.09,13.87,1,0,1,158,Malaysia,Dry,6,2021,0.615,1.0,1,yhv,simulated
22.26,22.16,7.96,2.99,1.521,111.03,66.8,2360.38,17.09,1,1,0,124,China,Wet,11,2018,0.479,0.995,1,yhv,simulated
24.81,26.82,6.37,5.99,4.06,125.3,176.74,2846.39,2.21,0,1,0,97,Malaysia,Dry,10,2018,0.655,0.56,1,yhv,simulated
28.62,21.03,6.93,6.22,4.15,107.61,169.83,2121.32,3.16,0,1,1,57,India,Wet,6,2023,0.554,1.0,1,yhv,simulated
21.92,6.28,7.17,7.38,1.241,170.55,85.61,2631.18,14.24,1,0,0,161,India,Wet,12,2019,0.28,0.79,1,yhv,simulated
25.31,5.37,6.49,6.58,4.304,245.19,23.84,902.15,28.15,1,1,0,166,India,Dry,10,2023,0.616,0.56,1,yhv,simulated
26.81,6.53,6.69,5.85,2.866,25.48,128.18,3079.0,16.03,0,0,1,65,India,Dry,11,2020,0.592,0.96,1,yhv,simulated
34.59,7.24,7.39,9.49,1.478,364.27,91.71,4723.63,27.87,1,0,1,41,Vietnam,Dry,7,2019,0.2,1.0,1,yhv,simulated
27.05,26.45,7.15,6.81,1.19,411.24,75.87,2724.39,20.5,0,1,1,104,India,Dry,8,2018,0.297,0.44,0,yhv,simulated
22.31,25.43,6.87,3.35,1.605,232.36,74.18,4232.96,3.09,0,1,0,79,Malaysia,Wet,6,2019,0.505,0.515,1,yhv,simulated
32.31,28.26,6.25,2.19,1.168,1.1,76.48,3858.32,25.48,0,1,0,32,Thailand,Dry,4,2023,0.598,0.565,0,yhv,simulated
27.03,16.32,8.74,8.33,2.555,461.64,151.4,796.49,12.54,0,0,0,92,China,Wet,1,2023,0.546,1.0,1,yhv,simulated
20.24,1.22,7.74,3.34,1.978,224.98,175.07,2489.61,25.83,0,0,0,72,Indonesia,Wet,2,2020,0.482,0.895,1,yhv,simulated
22.56,28.93,7.9,5.77,0.978,225.52,128.46,1149.45,29.9,1,0,0,142,Philippines,Dry,1,2022,0.316,0.8,1,yhv,simulated
33.45,21.01,7.31,8.41,3.107,174.38,192.43,450.23,4.8,0,0,0,143,China,Dry,11,2020,0.418,0.915,1,yhv,simulated
27.42,14.96,8.65,2.93,4.295,105.0,150.45,4467.7,29.82,0,0,1,32,Thailand,Wet,9,2018,0.761,1.0,1,yhv,simulated
24.62,14.16,8.85,4.73,3.048,493.36,96.92,207.03,12.73,0,0,1,59,China,Dry,3,2020,0.734,0.91,1,yhv,simulated
32.79,33.49,6.2,4.4,3.649,209.11,73.03,1387.36,6.35,0,0,1,151,Thailand,Wet,12,2023,0.737,0.81,0,yhv,simulated
26.06,23.09,8.96,5.83,3.691,365.93,59.92,2453.98,10.02,0,0,1,131,India,Dry,11,2023,0.716,0.81,1,yhv,simulated
29.83,34.02,6.14,9.19,4.354,493.43,16.42,3145.25,17.94,0,0,1,102,Thailand,Wet,5,2023,0.587,0.81,1,yhv,simulated
27.81,29.07,6.98,6.53,2.79,316.39,118.3,4818.35,16.89,1,0,1,33,Indonesia,Dry,9,2023,0.512,1.0,1,yhv,simulated
29.84,31.14,7.11,8.66,1.096,370.28,149.13,4814.2,6.91,1,1,1,136,Philippines,Wet,12,2020,0.231,1.0,1,yhv,simulated
21.86,28.4,7.81,7.27,3.009,364.66,114.09,2507.17,12.76,0,1,0,166,India,Wet,4,2021,0.476,0.69,1,yhv,simulated
24.34,8.76,8.74,6.08,2.145,122.62,32.82,3675.27,20.86,0,0,0,92,India,Wet,4,2023,0.576,0.51,1,yhv,simulated
29.57,22.35,6.23,7.2,4.784,92.63,155.87,4452.24,11.38,1,0,1,70,Indonesia,Wet,3,2020,0.638,1.0,1,yhv,simulated
21.14,30.79,7.1,2.76,4.107,78.62,103.2,301.58,26.4,0,1,1,31,Malaysia,Wet,8,2023,0.641,0.845,0,yhv,simulated
33.98,23.01,8.85,7.38,2.107,378.18,37.52,2714.2,24.37,1,0,1,180,Vietnam,Wet,7,2019,0.546,1.0,1,yhv,simulated
20.32,25.33,6.16,2.3,4.107,252.52,60.62,3436.35,8.37,0,0,1,60,Indonesia,Dry,6,2022,0.813,0.465,1,yhv,simulated
29.5,11.77,7.26,5.85,4.073,253.37,66.57,1870.95,5.15,0,0,0,176,Indonesia,Dry,9,2022,0.512,0.49,1,yhv,simulated
24.18,23.85,6.34,2.25,3.779,285.07,82.84,2624.91,15.49,0,1,0,78,India,Wet,3,2019,0.785,0.715,1,yhv,simulated
23.66,1.09,7.95,8.16,1.372,81.21,32.24,4901.28,23.7,1,0,1,97,India,Wet,4,2020,0.289,0.84,0,yhv,simulated
28.23,19.68,7.6,7.17,0.874,104.36,12.1,2111.16,12.3,0,1,0,162,China,Wet,4,2022,0.208,0.65,1,yhv,simulated
31.91,12.87,7.93,7.35,3.525,275.93,20.49,1192.16,17.98,0,1,0,72,China,Dry,1,2020,0.493,0.59,1,yhv,simulated
33.41,9.84,8.61,2.45,3.297,420.01,34.83,3815.9,11.47,1,0,0,101,Vietnam,Dry,3,2018,0.77,0.89,1,yhv,simulated
22.21,5.39,6.32,4.58,0.997,369.43,77.9,3153.95,18.42,0,1,1,62,Malaysia,Wet,7,2021,0.488,0.32,1,yhv,simulated
33.92,3.36,7.2,6.56,3.62,409.84,149.69,3514.07,6.47,1,0,1,31,India,Dry,10,2020,0.498,1.0,1,yhv,simulated
30.93,8.76,7.31,6.64,3.148,375.46,137.65,1428.39,5.02,0,0,1,96,Malaysia,Dry,1,2018,0.477,0.89,1,yhv,simulated
23.49,16.71,7.6,6.12,0.073,422.76,110.6,786.93,1.53,0,1,0,122,India,Dry,12,2023,0.154,0.55,1,yhv,simulated
32.16,9.07,8.93,6.21,4.719,50.03,111.2,2988.59,6.27,1,1,1,132,India,Wet,2,2020,0.698,1.0,1,yhv,simulated
25.26,2.88,8.33,6.9,4.952,459.26,30.06,3888.47,5.08,1,0,1,81,Vietnam,Wet,8,2021,0.575,0.91,1,yhv,simulated
28.43,13.12,7.22,8.31,1.068,152.42,166.24,622.56,27.3,1,0,1,32,Vietnam,Dry,5,2021,0.222,1.0,1,yhv,simulated
32.97,30.19,6.2,6.71,0.236,488.78,97.86,2363.97,22.99,0,1,0,60,Indonesia,Dry,11,2019,0.353,0.67,1,yhv,simulated
33.49,30.41,7.16,6.14,3.615,277.69,30.78,3939.24,22.98,0,1,0,121,China,Dry,1,2018,0.519,0.265,0,yhv,simulated
25.26,13.44,8.1,5.54,1.726,304.81,98.58,2513.23,24.22,1,1,0,33,Philippines,Wet,12,2019,0.44,1.0,1,yhv,simulated
28.7,17.25,8.7,3.36,0.255,141.66,158.74,1650.81,4.73,0,1,0,163,Thailand,Wet,2,2023,0.45,1.0,1,yhv,simulated
31.99,24.92,6.64,7.91,3.88,425.97,48.2,804.41,25.61,1,0,0,52,Malaysia,Wet,4,2021,0.546,1.0,1,yhv,simulated
30.75,0.77,7.86,7.5,0.828,451.2,79.52,982.42,20.79,1,0,1,31,Philippines,Wet,9,2023,0.235,0.95,1,yhv,simulated
26.2,24.02,8.66,7.08,0.897,92.75,104.29,1136.97,26.88,0,0,1,174,Thailand,Wet,7,2021,0.39,1.0,1,yhv,simulated
33.24,34.22,6.82,6.9,0.409,293.92,88.48,4702.95,27.62,0,1,0,139,Indonesia,Dry,6,2020,0.262,0.195,1,yhv,simulated
34.62,22.32,8.46,9.71,4.682,467.67,51.43,2285.72,8.55,1,1,1,130,Malaysia,Dry,4,2021,0.503,0.935,1,yhv,simulated
26.43,22.97,6.28,5.99,4.499,25.57,127.9,1592.68,9.01,0,1,0,155,Vietnam,Dry,7,2018,0.67,1.0,1,yhv,simulated
31.71,16.74,8.88,7.19,1.165,124.7,64.92,3410.95,3.42,0,1,1,156,Thailand,Dry,11,2019,0.453,0.71,1,yhv,simulated
34.11,15.08,8.55,2.63,4.121,219.31,13.04,452.16,18.56,1,0,1,166,Malaysia,Wet,8,2023,0.754,1.0,1,yhv,simulated
23.99,13.53,7.83,9.22,4.144,344.38,172.38,442.32,9.01,1,1,0,125,China,Dry,8,2019,0.414,1.0,1,yhv,simulated
25.02,2.03,7.97,3.95,2.295,429.16,87.75,3745.98,9.57,1,0,0,90,Thailand,Dry,12,2019,0.535,0.695,1,yhv,simulated
26.75,0.42,7.05,2.91,4.044,90.17,146.66,4777.26,8.42,0,0,0,100,Philippines,Wet,6,2020,0.645,1.0,1,yhv,simulated
33.61,14.35,6.16,3.98,3.568,420.75,178.72,2904.14,16.5,1,0,1,44,Vietnam,Wet,5,2021,0.757,1.0,1,yhv,simulated
24.09,16.18,6.56,9.09,0.238,315.52,90.74,1201.91,23.73,1,1,1,78,India,Dry,5,2019,0.213,1.0,1,yhv,simulated
23.72,8.18,7.08,7.36,3.113,312.55,52.1,4357.05,8.87,0,0,0,142,India,Dry,11,2020,0.491,0.24,0,yhv,simulated
28.59,7.79,7.15,4.73,2.115,363.02,110.36,2896.64,25.86,0,1,1,67,Thailand,Wet,3,2019,0.469,0.99,1,yhv,simulated
27.36,31.9,7.0,8.14,0.755,167.1,63.34,3189.39,7.61,0,1,0,86,Indonesia,Dry,9,2018,0.229,0.25,0,yhv,simulated
34.15,14.88,8.17,8.97,3.458,187.27,153.98,1731.11,6.87,1,1,1,73,India,Wet,6,2021,0.479,1.0,1,yhv,simulated
33.99,19.24,6.91,9.15,4.987,208.31,173.23,459.52,18.83,1,1,0,73,Indonesia,Wet,9,2022,0.46,1.0,1,yhv,simulated
20.16,21.24,7.19,7.93,4.068,107.37,61.95,1096.76,15.0,0,1,1,35,Vietnam,Wet,11,2022,0.454,0.59,1,yhv,simulated
22.86,12.59,7.27,2.73,0.99,408.43,98.31,476.4,2.22,1,1,0,105,Malaysia,Wet,3,2019,0.391,1.0,1,yhv,simulated
24.17,13.35,7.94,3.11,4.998,5.67,78.93,4065.65,14.42,0,1,0,174,India,Wet,9,2022,0.636,0.645,1,yhv,simulated
26.3,21.58,6.69,8.74,2.049,48.65,183.81,2460.62,24.2,1,0,1,128,Thailand,Dry,6,2021,0.405,1.0,1,yhv,simulated
24.13,5.71,7.6,9.4,1.84,282.44,172.43,2520.58,28.51,1,0,1,136,Indonesia,Dry,12,2018,0.241,0.99,1,yhv,simulated
28.74,26.3,6.13,5.4,4.968,127.69,108.5,3531.45,10.56,1,0,1,60,Vietnam,Dry,1,2021,0.715,1.0,1,yhv,simulated
27.87,12.74,7.53,3.96,4.727,382.37,145.44,3615.56,7.97,0,0,0,40,India,Dry,1,2022,0.54,1.0,1,yhv,simulated
28.95,10.84,7.08,4.16,3.674,124.19,106.83,910.94,19.32,0,1,0,48,Philippines,Dry,11,2018,0.598,0.74,0,yhv,simulated
33.61,4.3,6.9,6.99,3.112,30.99,101.3,3779.66,21.99,1,0,0,177,Philippines,Dry,8,2019,0.534,1.0,1,yhv,simulated
21.06,14.63,7.82,4.62,2.597,379.71,162.51,691.87,6.15,0,0,1,114,China,Dry,10,2023,0.521,0.84,1,yhv,simulated
27.09,22.03,6.82,9.13,4.559,221.55,73.06,2648.58,15.44,1,0,0,145,India,Dry,5,2018,0.476,1.0,1,yhv,simulated
22.27,26.9,6.64,9.97,2.709,300.5,138.54,899.76,3.97,1,1,1,47,Thailand,Wet,3,2023,0.445,1.0,1,yhv,simulated
20.63,32.93,7.72,4.59,1.939,155.47,135.25,835.02,26.56,0,0,0,102,India,Wet,6,2023,0.432,0.79,1,yhv,simulated
23.24,3.27,6.51,2.23,0.3,428.63,40.46,2515.71,8.29,1,0,1,150,Malaysia,Wet,2,2019,0.457,0.875,1,yhv,simulated
