water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source,ems_ahpnd_outbreak,ihhnv_outbreak,yhv_outbreak,imnv_outbreak
34.74,18.64,7.25,4.52,2.896,264.21,194.62,4981.91,15.6,1,1,1,130,China,Dry,5,2019,0.546,0.98,,ihhnv,simulated,,1.0,,
24.66,3.55,6.28,9.11,3.652,19.17,41.11,2687.23,19.96,1,1,0,149,Philippines,Wet,6,2020,0.566,0.68,,ihhnv,simulated,,0.0,,
31.22,33.57,6.28,5.94,3.651,126.71,24.73,3016.35,29.97,0,1,1,70,Vietnam,Dry,2,2023,0.672,0.28,,ihhnv,simulated,,0.0,,
27.88,26.51,7.73,5.1,2.827,299.98,132.59,4506.78,6.0,1,1,1,112,China,Dry,10,2023,0.516,1.0,,ihhnv,simulated,,1.0,,
22.49,33.86,6.95,7.64,2.147,399.93,168.11,4953.83,11.17,1,1,0,41,Thailand,Wet,2,2022,0.409,0.88,,ihhnv,simulated,,1.0,,
28.9,0.04,7.44,4.33,1.928,478.78,166.0,1876.89,26.23,0,0,0,164,India,Wet,8,2023,0.413,0.63,,ihhnv,simulated,,0.0,,
28.52,23.82,6.92,5.41,2.616,118.93,103.41,4418.97,15.09,1,1,1,69,Philippines,Dry,9,2022,0.54,1.0,,ihhnv,simulated,,1.0,,
21.14,19.58,7.01,7.34,0.74,32.17,110.38,3495.83,16.79,1,1,0,156,India,Dry,1,2018,0.253,0.73,,ihhnv,simulated,,0.0,,
25.38,16.67,6.75,9.65,4.521,322.1,171.5,1365.26,19.3,0,1,0,109,Thailand,Dry,4,2020,0.47,0.78,,ihhnv,simulated,,1.0,,
31.43,30.35,7.96,9.71,1.054,387.23,132.11,3501.95,28.75,0,1,1,104,China,Wet,6,2020,0.203,0.48,,ihhnv,simulated,,1.0,,
26.1,20.93,7.19,3.84,0.697,351.54,90.17,3716.7,20.01,1,0,1,31,Malaysia,Wet,11,2019,0.334,1.0,,ihhnv,simulated,,1.0,,
33.5,22.45,7.11,3.65,2.711,321.78,16.17,346.96,3.18,0,1,1,127,Malaysia,Dry,2,2019,0.578,0.555,,ihhnv,simulated,,1.0,,
28.37,9.49,6.15,2.95,1.988,227.73,41.28,869.71,4.93,0,0,0,135,Vietnam,Wet,3,2019,0.681,0.555,,ihhnv,simulated,,0.0,,
26.78,31.06,9.0,7.96,3.772,485.88,181.71,1125.81,0.35,1,0,1,30,China,Wet,5,2018,0.651,1.0,,ihhnv,simulated,,1.0,,
21.72,29.95,6.79,8.94,1.296,142.67,29.54,2639.95,18.06,1,0,0,101,Vietnam,Wet,3,2022,0.298,0.83,,ihhnv,simulated,,1.0,,
27.63,17.17,6.01,9.77,4.806,105.45,137.85,3981.75,0.16,0,1,1,38,Philippines,Wet,3,2019,0.589,0.88,,ihhnv,simulated,,1.0,,
33.49,9.76,8.06,4.8,2.693,390.89,188.7,1155.5,0.51,0,1,1,37,Malaysia,Dry,1,2023,0.566,0.48,,ihhnv,simulated,,1.0,,
25.91,34.15,6.76,4.31,3.756,218.26,118.21,3910.42,29.97,1,0,0,141,Vietnam,Dry,12,2023,0.646,0.93,,ihhnv,simulated,,1.0,,
20.69,20.89,6.13,7.97,0.074,310.12,139.52,4501.43,2.24,0,0,0,127,China,Dry,8,2022,0.304,0.58,,ihhnv,simulated,,0.0,,
24.57,16.05,7.22,4.73,1.896,36.54,113.3,4841.08,15.46,1,0,0,38,China,Dry,4,2023,0.433,1.0,,ihhnv,simulated,,1.0,,
20.32,22.26,7.88,9.39,0.376,122.57,38.01,1434.53,0.42,1,1,0,36,Vietnam,Dry,2,2022,0.125,0.53,,ihhnv,simulated,,1.0,,
24.73,23.16,6.29,2.71,1.347,32.73,176.22,4786.91,13.87,0,0,1,122,India,Dry,1,2021,0.594,1.0,,ihhnv,simulated,,1.0,,
23.0,31.72,8.66,7.51,4.05,24.01,48.98,862.64,6.09,0,1,1,152,Vietnam,Dry,10,2019,0.61,0.38,,ihhnv,simulated,,0.0,,
25.41,10.65,8.4,5.37,1.969,78.02,88.67,1676.55,24.94,0,1,1,77,Vietnam,Wet,8,2020,0.523,0.63,,ihhnv,simulated,,1.0,,
29.02,14.77,7.31,8.87,3.243,75.01,95.27,2771.38,20.45,0,0,0,107,Indonesia,Wet,11,2019,0.403,0.63,,ihhnv,simulated,,1.0,,
20.03,19.52,8.88,3.37,2.532,347.97,39.51,3556.86,4.26,1,0,0,43,Indonesia,Dry,3,2019,0.732,0.855,,ihhnv,simulated,,1.0,,
30.61,22.89,7.41,8.41,3.161,378.45,153.06,452.79,20.32,1,1,0,43,Indonesia,Dry,7,2019,0.401,0.93,,ihhnv,simulated,,0.0,,
27.31,20.72,7.76,3.98,1.276,344.45,74.76,2217.1,26.49,1,0,1,169,Philippines,Dry,1,2022,0.386,1.0,,ihhnv,simulated,,1.0,,
33.95,4.0,8.89,7.9,2.226,458.14,132.07,2024.57,15.93,1,0,0,112,Indonesia,Wet,10,2023,0.549,0.88,,ihhnv,simulated,,0.0,,
27.54,15.09,7.05,4.97,2.942,161.68,122.12,4497.12,29.22,0,1,0,160,Vietnam,Wet,6,2021,0.57,0.78,,ihhnv,simulated,,1.0,,
22.94,34.38,8.73,7.2,3.857,81.11,82.43,3705.52,25.73,1,0,1,118,Thailand,Dry,9,2023,0.632,0.98,,ihhnv,simulated,,1.0,,
25.0,30.37,8.14,2.41,0.383,52.25,50.34,1752.83,5.04,1,0,0,118,China,Wet,4,2019,0.402,0.755,,ihhnv,simulated,,1.0,,
22.81,13.25,6.93,6.82,2.311,121.52,61.23,784.52,1.48,1,0,0,36,Vietnam,Dry,8,2019,0.458,0.93,,ihhnv,simulated,,1.0,,
20.51,27.9,6.25,4.75,4.928,3.28,172.69,3432.17,0.8,1,0,1,56,Malaysia,Wet,8,2020,0.717,1.0,,ihhnv,simulated,,1.0,,
25.21,31.24,6.71,4.26,2.136,230.21,125.23,446.87,6.38,0,0,0,61,China,Dry,11,2018,0.56,0.63,,ihhnv,simulated,,1.0,,
25.35,8.63,8.67,7.02,1.746,364.72,77.21,4674.93,7.08,1,0,0,101,Philippines,Wet,9,2023,0.488,0.98,,ihhnv,simulated,,1.0,,
28.27,22.35,7.98,3.54,0.879,42.96,150.4,868.22,4.88,1,0,1,136,Thailand,Dry,5,2023,0.393,1.0,,ihhnv,simulated,,1.0,,
27.96,5.76,8.46,5.14,4.618,71.89,137.81,3148.46,21.98,1,1,0,142,Malaysia,Wet,10,2018,0.655,0.88,,ihhnv,simulated,,1.0,,
30.69,21.62,8.63,7.68,2.917,161.81,190.69,2416.32,0.6,1,0,1,138,Malaysia,Wet,1,2023,0.59,1.0,,ihhnv,simulated,,1.0,,
32.48,11.2,8.86,2.02,4.386,262.07,82.71,4252.25,5.29,1,1,0,90,India,Wet,2,2019,0.826,0.855,,ihhnv,simulated,,0.0,,
25.03,16.08,6.27,3.54,2.121,336.38,23.95,3831.05,20.92,0,1,0,121,Malaysia,Wet,7,2018,0.656,0.705,,ihhnv,simulated,,1.0,,
32.91,30.04,8.76,8.51,0.561,332.83,105.99,4541.46,27.12,0,1,0,97,India,Wet,12,2023,0.322,0.38,,ihhnv,simulated,,0.0,,
20.63,30.49,7.62,3.69,2.02,402.26,124.07,1363.34,5.26,1,0,0,174,Indonesia,Dry,3,2018,0.455,0.755,,ihhnv,simulated,,1.0,,
34.93,4.6,8.92,4.62,0.09,335.59,148.86,2268.05,13.92,0,1,0,85,Vietnam,Dry,10,2018,0.426,0.33,,ihhnv,simulated,,0.0,,
23.73,31.75,6.39,5.84,2.09,420.06,106.78,2402.02,20.95,1,1,1,57,India,Wet,1,2020,0.556,0.93,,ihhnv,simulated,,1.0,,
20.87,10.81,6.96,7.71,4.955,257.3,51.9,1043.11,29.01,0,1,1,153,Philippines,Wet,11,2018,0.5,0.23,,ihhnv,simulated,,0.0,,
25.31,29.52,6.54,9.06,1.798,52.49,89.76,1473.02,10.17,1,0,0,46,Indonesia,Dry,3,2023,0.391,1.0,,ihhnv,simulated,,1.0,,
22.84,5.1,7.11,4.4,1.866,190.42,122.33,3739.62,26.1,1,1,0,149,Indonesia,Wet,8,2020,0.459,0.83,,ihhnv,simulated,,0.0,,
22.9,6.43,7.09,2.94,4.264,210.77,94.43,4850.9,22.34,0,0,0,137,Thailand,Wet,9,2021,0.637,0.705,,ihhnv,simulated,,1.0,,
32.83,10.47,7.22,2.02,0.993,372.47,43.98,245.76,12.58,0,1,1,36,Philippines,Wet,2,2023,0.423,0.255,,ihhnv,simulated,,0.0,,
27.38,27.45,7.05,6.37,2.047,372.0,153.67,1216.89,14.71,0,1,0,178,China,Wet,3,2021,0.423,0.78,,ihhnv,simulated,,1.0,,
24.5,18.7,6.18,8.04,4.672,210.01,102.73,1746.05,4.45,1,0,1,70,China,Dry,8,2021,0.619,1.0,,ihhnv,simulated,,1.0,,
21.66,19.34,7.07,7.92,3.039,256.71,139.13,3812.37,7.31,0,0,0,98,China,Dry,4,2021,0.474,0.63,,ihhnv,simulated,,0.0,,
30.07,27.99,6.29,8.84,4.637,290.62,53.1,4479.46,25.35,0,0,0,95,Indonesia,Wet,2,2023,0.574,0.63,,ihhnv,simulated,,1.0,,
23.05,0.97,6.28,8.65,2.618,350.28,17.34,1668.49,10.9,0,1,1,111,Thailand,Wet,1,2018,0.539,0.43,,ihhnv,simulated,,1.0,,
30.82,5.14,6.67,8.07,3.855,73.52,29.63,2964.87,5.3,1,1,1,62,Thailand,Dry,10,2018,0.536,0.58,,ihhnv,simulated,,0.0,,
30.17,19.95,8.59,4.29,1.815,165.26,22.11,3703.84,25.69,1,0,1,164,Philippines,Wet,3,2022,0.574,0.98,,ihhnv,simulated,,1.0,,
34.46,7.46,8.3,8.94,0.327,395.18,58.14,2263.36,14.9,0,1,0,126,India,Wet,1,2023,0.205,0.18,,ihhnv,simulated,,0.0,,
31.44,10.16,6.05,6.72,3.363,487.23,84.01,952.06,26.42,1,1,1,149,Vietnam,Dry,4,2019,0.684,0.78,,ihhnv,simulated,,1.0,,
21.71,4.83,7.73,4.98,0.839,415.89,154.45,3610.22,22.22,0,1,0,97,Thailand,Wet,7,2018,0.299,0.23,,ihhnv,simulated,,0.0,,
34.22,28.86,6.44,9.06,1.946,179.32,71.07,358.45,24.09,0,1,1,64,Malaysia,Dry,5,2018,0.424,0.73,,ihhnv,simulated,,1.0,,
21.73,1.33,6.21,5.04,4.628,418.85,75.89,898.82,11.51,1,1,0,170,Malaysia,Dry,9,2019,0.714,0.63,,ihhnv,simulated,,1.0,,
28.49,30.64,8.37,5.93,3.08,211.6,17.05,4994.98,2.16,0,1,0,43,India,Dry,4,2022,0.614,0.33,,ihhnv,simulated,,1.0,,
20.55,24.59,6.38,6.58,1.565,378.43,104.63,4211.11,20.43,0,1,1,85,Malaysia,Wet,6,2021,0.475,0.68,,ihhnv,simulated,,0.0,,
28.97,2.71,7.96,3.53,3.383,347.12,194.83,1878.61,8.39,1,0,0,108,Vietnam,Dry,10,2022,0.626,0.955,,ihhnv,simulated,,1.0,,
30.27,5.28,6.93,4.23,2.559,213.7,25.83,4563.09,8.93,1,1,1,148,Vietnam,Wet,4,2022,0.572,0.63,,ihhnv,simulated,,1.0,,
31.83,10.51,8.33,8.28,1.693,156.42,70.13,3257.8,22.79,0,0,1,165,Vietnam,Dry,2,2018,0.384,0.58,,ihhnv,simulated,,1.0,,
33.02,32.91,7.14,3.38,0.32,402.89,186.46,2450.12,4.83,0,0,1,83,India,Dry,7,2020,0.316,0.505,,ihhnv,simulated,,0.0,,
32.87,13.67,6.81,7.14,0.668,59.46,170.01,524.05,25.04,0,1,1,47,India,Wet,1,2018,0.285,0.43,,ihhnv,simulated,,0.0,,
20.41,10.51,7.42,2.96,0.456,299.56,75.23,740.06,12.86,0,1,0,102,Indonesia,Dry,2,2023,0.299,0.255,,ihhnv,simulated,,0.0,,
20.81,1.2,7.56,8.89,4.448,150.19,98.06,1015.14,16.58,0,0,1,164,Thailand,Wet,3,2023,0.38,0.48,,ihhnv,simulated,,1.0,,
32.57,26.66,8.87,2.71,0.008,323.61,177.36,4969.62,18.76,1,0,0,152,Malaysia,Wet,2,2023,0.472,1.0,,ihhnv,simulated,,1.0,,
32.01,17.58,7.85,8.81,0.49,369.88,21.05,890.93,28.44,1,1,0,132,Malaysia,Wet,9,2019,0.152,0.68,,ihhnv,simulated,,1.0,,
30.27,33.66,8.34,9.07,3.275,4.38,52.95,2450.71,11.81,1,1,1,140,China,Dry,2,2023,0.504,0.58,,ihhnv,simulated,,0.0,,
27.23,7.99,6.52,2.2,3.258,270.57,41.28,2952.3,17.45,1,1,1,155,China,Wet,1,2020,0.757,0.805,,ihhnv,simulated,,1.0,,
34.08,34.1,7.73,2.37,1.686,93.43,30.5,3848.19,4.07,0,0,0,34,Thailand,Wet,3,2022,0.48,0.405,,ihhnv,simulated,,0.0,,
28.73,20.43,7.72,8.82,2.695,137.47,54.01,4442.84,24.38,1,0,0,113,Indonesia,Dry,9,2022,0.375,0.93,,ihhnv,simulated,,1.0,,
33.8,10.58,7.2,9.78,2.243,418.31,17.92,2333.27,24.06,1,0,0,130,Vietnam,Dry,12,2023,0.307,0.58,,ihhnv,simulated,,1.0,,
22.31,20.56,7.79,3.83,3.117,72.99,78.59,1711.63,16.06,1,1,1,97,India,Dry,4,2022,0.587,1.0,,ihhnv,simulated,,1.0,,
32.34,4.91,7.35,6.36,1.228,122.17,142.0,2801.33,11.3,1,1,0,88,China,Wet,9,2022,0.283,0.73,,ihhnv,simulated,,1.0,,
22.24,5.3,8.91,5.3,3.41,475.45,19.36,677.68,23.61,0,1,0,98,Thailand,Dry,7,2023,0.725,0.33,,ihhnv,simulated,,0.0,,
34.79,33.88,6.15,5.85,1.163,174.27,114.65,1226.77,10.32,0,0,0,48,Philippines,Wet,2,2019,0.493,0.58,,ihhnv,simulated,,1.0,,
24.9,5.97,6.78,3.47,2.162,431.27,23.59,2578.05,21.63,0,0,1,47,Philippines,Wet,4,2019,0.578,0.605,,ihhnv,simulated,,0.0,,
21.46,21.08,7.04,3.68,2.977,382.35,62.49,1829.28,19.49,1,1,0,173,India,Wet,7,2022,0.618,0.955,,ihhnv,simulated,,1.0,,
30.46,0.4,6.83,8.1,3.96,228.74,73.11,4285.57,11.57,1,1,1,84,Philippines,Wet,9,2020,0.508,0.83,,ihhnv,simulated,,1.0,,
23.03,23.04,8.76,3.55,3.316,254.7,116.99,4986.46,9.65,1,0,0,33,China,Wet,6,2023,0.758,1.0,,ihhnv,simulated,,1.0,,
30.22,34.94,8.78,5.67,3.332,177.12,169.02,1582.37,27.18,1,1,1,37,Thailand,Dry,9,2023,0.691,0.78,,ihhnv,simulated,,0.0,,
22.01,34.38,7.46,7.04,2.208,373.95,158.77,4151.07,10.62,1,1,1,128,Thailand,Dry,4,2023,0.351,0.83,,ihhnv,simulated,,1.0,,
30.58,25.59,8.23,3.14,4.532,43.4,94.73,918.21,9.12,0,1,1,145,Indonesia,Dry,6,2019,0.684,0.805,,ihhnv,simulated,,1.0,,
21.15,24.07,8.37,7.65,4.481,186.79,164.38,3482.92,0.07,1,1,1,46,Indonesia,Dry,2,2020,0.557,0.93,,ihhnv,simulated,,1.0,,
20.61,34.67,8.52,2.05,4.764,102.26,112.83,2487.1,23.41,0,1,1,106,Indonesia,Wet,6,2020,0.768,0.505,,ihhnv,simulated,,0.0,,
29.64,14.26,8.32,5.77,0.132,202.71,81.45,1140.73,14.33,0,0,0,169,Philippines,Wet,12,2019,0.292,0.58,,ihhnv,simulated,,0.0,,
34.0,14.08,6.5,6.98,4.93,178.98,79.19,2731.15,1.04,0,1,1,54,Vietnam,Wet,5,2023,0.601,0.53,,ihhnv,simulated,,1.0,,
24.02,26.15,7.89,9.87,4.979,431.37,32.62,1254.94,18.38,0,1,0,140,Indonesia,Dry,6,2020,0.403,0.53,,ihhnv,simulated,,0.0,,
30.21,13.6,8.25,8.42,1.453,153.98,111.84,111.79,22.49,0,1,0,129,India,Wet,4,2021,0.339,0.48,,ihhnv,simulated,,0.0,,
29.1,32.7,6.94,7.73,3.194,340.66,134.8,3895.04,26.16,0,0,0,155,China,Wet,6,2019,0.502,0.68,,ihhnv,simulated,,0.0,,
26.94,25.33,6.63,3.47,0.557,10.61,130.36,470.65,11.7,1,0,1,44,India,Wet,11,2023,0.425,1.0,,ihhnv,simulated,,1.0,,
20.19,31.09,8.48,6.42,0.574,238.53,128.66,2525.72,17.71,1,0,1,128,India,Wet,4,2019,0.346,0.73,,ihhnv,simulated,,1.0,,
23.34,22.78,7.63,8.68,1.762,278.05,137.16,1244.14,24.79,1,1,1,58,China,Dry,7,2023,0.261,1.0,,ihhnv,simulated,,1.0,,
21.87,16.87,6.46,7.26,0.313,118.29,39.86,4500.98,20.01,0,1,1,175,Malaysia,Dry,1,2018,0.299,0.33,,ihhnv,simulated,,0.0,,
29.31,17.79,6.99,2.03,3.856,1.7,98.55,649.75,0.63,1,0,1,130,India,Wet,8,2019,0.684,1.0,,ihhnv,simulated,,1.0,,
32.69,0.1,7.94,2.35,4.151,12.47,59.83,227.38,18.2,0,1,1,48,Malaysia,Dry,12,2023,0.662,0.305,,ihhnv,simulated,,1.0,,
24.99,31.75,6.59,9.4,1.531,170.51,172.79,3151.38,15.19,1,1,0,169,Malaysia,Dry,3,2018,0.342,0.83,,ihhnv,simulated,,1.0,,
31.02,13.57,8.17,8.34,2.969,302.29,67.76,2077.35,23.02,0,0,0,78,China,Wet,5,2018,0.497,0.58,,ihhnv,simulated,,1.0,,
28.95,7.06,6.0,5.51,3.089,429.06,134.24,916.32,13.68,0,0,1,130,Indonesia,Wet,3,2019,0.733,0.73,,ihhnv,simulated,,1.0,,
23.8,13.53,7.96,5.4,1.473,251.48,185.96,3139.04,6.03,0,0,1,113,China,Wet,12,2019,0.394,0.68,,ihhnv,simulated,,1.0,,
33.4,17.43,7.79,3.17,0.367,393.46,128.29,4500.07,3.51,1,1,0,157,India,Wet,2,2023,0.317,0.955,,ihhnv,simulated,,1.0,,
31.62,21.68,7.81,6.87,1.452,129.57,158.68,3315.58,22.9,1,0,0,116,Vietnam,Wet,12,2023,0.317,1.0,,ihhnv,simulated,,1.0,,
31.32,13.47,7.04,7.92,3.137,57.91,168.18,696.2,29.31,0,0,0,49,China,Wet,9,2022,0.479,0.53,,ihhnv,simulated,,1.0,,
21.69,30.65,8.83,6.72,2.334,303.63,13.75,3042.19,1.24,1,1,1,114,Vietnam,Dry,12,2020,0.59,0.48,,ihhnv,simulated,,1.0,,
27.39,0.05,7.1,4.46,3.008,88.39,35.49,3437.68,27.1,0,1,1,95,Thailand,Dry,5,2018,0.585,0.33,,ihhnv,simulated,,0.0,,
28.97,2.12,7.2,7.82,1.949,323.12,145.45,2284.85,2.21,0,0,1,122,India,Wet,6,2021,0.339,0.68,,ihhnv,simulated,,1.0,,
28.33,5.88,7.25,3.22,1.384,179.63,141.74,358.85,5.17,0,0,0,46,India,Dry,1,2020,0.421,0.655,,ihhnv,simulated,,1.0,,
22.55,25.55,7.37,6.61,2.129,261.96,49.44,2620.52,22.29,1,1,0,32,Thailand,Wet,10,2019,0.371,0.88,,ihhnv,simulated,,1.0,,
32.78,1.26,6.12,6.35,2.117,84.89,131.25,3188.98,8.11,0,1,0,154,China,Dry,5,2022,0.587,0.43,,ihhnv,simulated,,1.0,,
21.35,15.46,6.16,2.64,0.83,145.36,161.22,422.99,10.76,0,0,0,124,Vietnam,Wet,10,2022,0.561,0.705,,ihhnv,simulated,,1.0,,
32.73,18.97,6.99,4.92,1.804,225.05,30.98,3520.99,1.9,0,1,1,104,Thailand,Wet,2,2021,0.455,0.58,,ihhnv,simulated,,1.0,,
31.31,9.79,6.77,2.84,0.566,238.42,12.07,1411.7,26.81,0,1,1,62,Vietnam,Wet,10,2019,0.423,0.305,,ihhnv,simulated,,0.0,,
25.07,30.08,7.23,9.08,0.248,475.64,126.66,4074.52,21.17,0,1,1,158,China,Dry,12,2018,0.103,0.43,,ihhnv,simulated,,1.0,,
29.52,13.18,7.22,7.62,0.574,410.89,55.3,2319.45,7.79,0,0,1,99,China,Dry,3,2021,0.19,0.33,,ihhnv,simulated,,1.0,,
21.99,25.36,7.58,7.69,1.691,469.55,124.53,3766.29,24.81,0,0,1,119,Malaysia,Dry,10,2018,0.278,0.68,,ihhnv,simulated,,1.0,,
28.99,6.57,6.78,3.63,2.137,289.64,54.6,564.05,19.68,0,0,0,30,Philippines,Wet,12,2022,0.57,0.555,,ihhnv,simulated,,1.0,,
33.75,5.58,8.79,6.14,2.717,235.08,109.36,248.63,13.93,1,0,1,33,China,Wet,3,2021,0.646,0.93,,ihhnv,simulated,,1.0,,
25.25,20.91,7.2,9.33,3.762,160.51,191.68,2431.99,25.73,1,1,0,124,Thailand,Wet,10,2020,0.406,1.0,,ihhnv,simulated,,1.0,,
24.62,31.06,8.77,9.86,1.804,275.86,17.73,1374.54,10.53,0,0,1,44,Vietnam,Wet,5,2018,0.417,0.53,,ihhnv,simulated,,1.0,,
32.96,11.92,7.81,8.86,2.371,340.18,14.08,2154.04,22.84,1,1,0,115,Thailand,Dry,6,2020,0.353,0.48,,ihhnv,simulated,,0.0,,
31.97,12.21,8.0,6.95,4.606,133.54,172.83,1639.46,7.21,0,0,0,145,Indonesia,Wet,3,2019,0.518,0.53,,ihhnv,simulated,,0.0,,
30.85,9.91,8.72,8.05,1.971,300.83,41.94,3186.62,23.24,0,1,0,50,India,Wet,3,2019,0.487,0.28,,ihhnv,simulated,,0.0,,
22.48,5.8,6.6,7.96,4.018,98.11,173.76,1991.67,5.56,0,1,1,92,India,Wet,7,2022,0.551,0.63,,ihhnv,simulated,,0.0,,
22.46,9.41,6.48,2.52,3.078,18.37,66.12,3772.16,11.7,0,1,1,57,Vietnam,Wet,1,2022,0.753,0.705,,ihhnv,simulated,,1.0,,
23.16,17.48,8.71,6.13,0.116,143.67,108.44,1643.22,5.51,1,0,1,66,China,Wet,6,2020,0.344,1.0,,ihhnv,simulated,,1.0,,
26.99,25.51,6.75,5.81,0.931,259.29,120.62,4525.81,9.53,0,0,1,127,Malaysia,Dry,4,2023,0.368,0.83,,ihhnv,simulated,,1.0,,
22.03,11.15,8.12,3.94,0.691,430.13,19.64,1291.28,25.54,1,1,1,136,Philippines,Wet,9,2019,0.382,0.705,,ihhnv,simulated,,1.0,,
33.11,26.86,7.59,5.64,1.859,189.4,50.91,2303.84,8.15,0,0,0,71,Indonesia,Wet,8,2020,0.367,0.58,,ihhnv,simulated,,1.0,,
28.3,8.87,7.82,3.26,2.172,260.36,188.74,4128.54,1.92,0,0,0,90,Malaysia,Dry,5,2019,0.519,0.655,,ihhnv,simulated,,0.0,,
26.17,32.76,6.88,7.46,4.831,59.91,173.43,2430.75,4.06,1,0,0,150,Thailand,Dry,2,2022,0.521,0.93,,ihhnv,simulated,,1.0,,
26.63,11.15,6.19,7.27,2.105,356.83,136.53,436.15,22.48,0,1,1,40,Thailand,Wet,4,2018,0.543,0.63,,ihhnv,simulated,,0.0,,
34.01,32.36,7.31,6.15,3.914,375.44,134.51,2069.75,6.38,0,1,1,31,Thailand,Wet,12,2018,0.493,0.48,,ihhnv,simulated,,1.0,,
22.59,33.48,7.48,6.32,4.44,84.29,123.42,2095.73,2.28,1,0,1,76,Thailand,Dry,2,2022,0.459,0.93,,ihhnv,simulated,,1.0,,
22.62,23.58,7.42,3.22,0.014,121.47,107.0,180.47,5.8,1,0,1,162,Malaysia,Wet,8,2018,0.241,1.0,,ihhnv,simulated,,1.0,,
21.49,16.76,6.41,4.44,2.941,12.77,75.97,269.55,1.17,1,0,0,163,Thailand,Dry,9,2023,0.694,0.98,,ihhnv,simulated,,1.0,,
27.68,20.36,8.61,4.35,3.744,453.23,96.95,2321.52,5.18,1,0,1,123,Vietnam,Dry,6,2021,0.707,1.0,,ihhnv,simulated,,1.0,,
32.95,14.84,7.5,5.11,3.632,344.36,167.1,2542.95,25.71,1,1,1,81,Thailand,Wet,7,2021,0.496,0.78,,ihhnv,simulated,,1.0,,
27.6,19.15,7.98,7.86,0.347,237.49,56.24,4742.49,3.73,0,1,0,87,India,Wet,7,2023,0.19,0.48,,ihhnv,simulated,,0.0,,
33.04,20.73,8.94,5.06,0.362,311.76,16.65,4797.59,1.74,0,0,1,153,Philippines,Wet,5,2021,0.445,0.58,,ihhnv,simulated,,1.0,,
32.66,26.69,6.44,4.56,4.369,31.75,186.2,2899.9,27.17,1,1,0,113,Vietnam,Wet,6,2021,0.691,1.0,,ihhnv,simulated,,1.0,,
31.1,11.05,8.18,9.44,2.506,163.72,63.78,4583.57,14.66,0,1,0,35,Philippines,Dry,1,2021,0.41,0.43,,ihhnv,simulated,,0.0,,
27.9,5.1,6.62,3.11,3.041,309.8,36.94,102.2,23.1,0,0,0,144,Indonesia,Wet,6,2023,0.71,0.555,,ihhnv,simulated,,1.0,,
27.21,6.31,8.13,6.97,4.738,403.36,48.29,1064.69,26.06,0,1,0,99,Vietnam,Dry,3,2022,0.539,0.33,,ihhnv,simulated,,0.0,,
22.08,10.91,7.69,8.06,2.552,215.11,155.21,2383.98,21.92,0,1,1,31,Thailand,Dry,6,2023,0.38,0.53,,ihhnv,simulated,,0.0,,
30.29,25.6,6.61,2.97,1.201,352.93,72.99,2205.32,2.62,1,1,1,116,Philippines,Wet,9,2021,0.516,1.0,,ihhnv,simulated,,1.0,,
20.14,12.03,7.39,4.01,3.188,261.51,116.83,3026.56,5.55,1,0,0,65,Vietnam,Dry,12,2019,0.551,0.68,,ihhnv,simulated,,0.0,,
27.28,18.13,8.68,6.82,2.166,493.43,110.48,2928.25,22.22,1,1,0,92,Vietnam,Wet,6,2020,0.543,1.0,,ihhnv,simulated,,1.0,,
31.92,33.54,7.73,5.98,1.974,309.6,102.94,1189.97,3.05,0,0,0,156,Thailand,Wet,1,2020,0.392,0.53,,ihhnv,simulated,,1.0,,
22.04,8.9,6.19,3.74,1.288,441.76,103.36,3464.75,3.33,1,1,1,76,China,Dry,3,2018,0.57,0.955,,ihhnv,simulated,,1.0,,
27.72,12.61,6.72,3.01,3.207,386.31,142.65,4541.21,2.78,1,0,1,44,Philippines,Dry,9,2019,0.696,1.0,,ihhnv,simulated,,1.0,,
26.54,19.69,7.03,9.59,1.295,432.39,158.24,2365.16,18.93,0,0,0,76,Thailand,Wet,3,2022,0.236,0.88,,ihhnv,simulated,,0.0,,
24.63,3.86,6.83,5.48,3.43,97.04,143.83,1469.93,3.3,0,1,1,107,Indonesia,Wet,7,2021,0.596,0.63,,ihhnv,simulated,,0.0,,
33.9,10.86,7.33,3.87,0.78,422.71,63.63,3314.94,1.73,1,0,0,71,Philippines,Dry,2,2021,0.319,0.755,,ihhnv,simulated,,1.0,,
31.04,17.98,7.84,8.82,1.03,379.28,199.52,4798.33,0.73,1,1,1,168,Thailand,Wet,2,2021,0.21,1.0,,ihhnv,simulated,,1.0,,
25.77,9.25,7.27,7.33,3.032,234.2,43.1,2518.09,19.39,1,0,0,134,India,Dry,3,2018,0.461,0.68,,ihhnv,simulated,,1.0,,
34.33,1.0,8.68,8.03,1.687,364.26,164.07,3602.16,2.79,1,1,0,35,Thailand,Wet,5,2018,0.45,0.78,,ihhnv,simulated,,1.0,,
28.49,31.21,7.09,4.05,0.531,464.64,142.53,210.28,6.57,0,1,0,95,China,Wet,12,2020,0.326,0.43,,ihhnv,simulated,,1.0,,
29.93,12.92,6.38,7.08,4.84,309.91,119.06,3637.32,29.54,1,0,0,89,Indonesia,Dry,8,2020,0.617,0.93,,ihhnv,simulated,,1.0,,
